GMP_early_HC_no_chr21amp	GMP_early_MPNAML_chr21amp	GMP_early_MPNAML_no_chr21amp	GMP_late_HC_no_chr21amp	GMP_late_MPNAML_chr21amp	GMP_late_MPNAML_no_chr21amp	HSC_HC_no_chr21amp	HSC_MPNAML_chr21amp	HSC_MPNAML_no_chr21amp	MkEP_HC_no_chr21amp	MkEP_MPNAML_chr21amp	MkEP_MPNAML_no_chr21amp	MPP_HC_no_chr21amp	MPP_MPNAML_chr21amp	MPP_MPNAML_no_chr21amp	
0.510549669	-0.960650921	-0.451424414	-0.674856593	0.320815488	0.054169748	-0.011311165	-0.766751821	-0.635459065	-0.481502211	-0.808117741	-0.223094792	-0.460414301	-1.021575689	-0.625596816	-0.652358808
-0.115964228	-0.715216781	-0.483373047	-0.348297749	-0.15247063	-0.400421012	-0.289811013	2.0166413	1.581849186	2.011842636	-1.157104622	-0.936008131	-0.752864138	0.649550416	0.503161067	0.459859916
0.230378889	-0.357716326	0.762859559	0.398239128	-0.224508426	0.140145112	-0.094317	0.207686999	1.86792523	0.604753212	-0.777554348	1.234252505	0.158146232	0.36796574	1.675248324	0.976913045
1.255291266	2.197727919	1.07541435	0.671419143	0.942511678	1.186236442	0.89018066	-0.805915316	-0.142503172	-1.372260804	1.196996202	0.660715222	-0.098691417	-0.393203036	0.217767022	-0.937595558
-0.138607185	-0.569727153	-0.678318812	-0.472854078	0.486290746	-0.222542512	-0.095052557	0.368118376	-0.584168207	0.051403043	-0.798946503	-0.82780918	-0.687738662	-0.383200568	-0.643544804	-0.403847855
-0.346710043	0.133276986	1.575046826	-0.316735113	-0.66990555	0.927306983	0.075165373	-1.228847095	0.66633006	0.359441911	0.422851742	1.898134932	0.763230582	-0.519247098	0.979013652	-0.116853371
0.13190793	-0.20666627	0.238314882	0.402027655	0.443538704	0.209670751	0.119914063	0.225141702	0.605411305	0.675412351	-0.820215168	0.148821598	-0.265016563	0.653820706	0.557590416	0.537234791
0.547888761	-0.601893284	-0.202710569	-0.373765448	0.556031282	0.14291451	0.445278335	-0.52084847	-0.342122071	0.139907605	-0.878956805	-0.658166885	-0.647662716	-0.706543526	-0.32849577	-0.332502754
0.065933691	0.784219158	-0.48814657	0.8333739	-0.26620232	-0.46029667	0.187267717	0.103823018	-0.553972216	0.868673638	0.802488841	-0.496417525	0.458706948	0.641016175	-0.567272949	0.431286592
0.374708292	-0.671392573	0.381236192	-0.13842167	0.090212361	0.327147841	-0.058216301	0.683304351	0.863855064	0.309778303	-0.659396907	1.129669952	0.049303947	0.50054471	0.799351893	0.339252138
0.042665784	-0.105449999	-0.480555277	-0.107907353	0.949257134	-0.076437147	0.189922595	0.058261787	-0.415303495	-0.010963546	-0.685565242	-0.900774604	-0.650438881	-0.483447139	-0.588664139	-0.356222228
-0.13724378	0.216770151	-0.258674123	0.207588783	0.994551947	0.016561112	0.164920445	0.415407589	-0.151759408	0.033000595	-0.738173789	-0.85815724	-0.639638176	-0.300432697	-0.334608696	-0.106434305
-0.657452753	0.189442712	-0.509419213	0.010978853	0.753425342	-0.257697489	-0.073113325	0.881838885	0.138912282	0.312474123	-0.357005157	-0.624872136	-0.54933727	0.265838195	-0.231194896	0.019673291
0.520502062	-0.37755296	-0.364305195	-0.276708007	0.880413964	0.123569891	0.162900792	-0.333455839	-0.616963845	-0.30855382	-0.976323492	-0.847977759	-0.901024571	-0.488520141	-0.590494968	-0.524851691
2.43128004	-0.68830256	-0.528241803	-0.437720685	-0.801571861	-0.537139977	-0.292545786	0.321785398	0.569498513	-0.453612754	-0.746760149	-0.603178497	-0.595989745	-0.298687388	0.084757394	0.194454166
-0.838130326	-0.248525165	0.16300304	-0.217474358	-0.128386399	0.142455005	-0.671883224	1.313556608	1.860700422	1.09834151	-0.303482022	0.261538671	-0.405726779	1.004739594	1.086566237	0.408087545
-0.250411119	0.151069145	0.388351409	0.908061614	-0.349721009	-0.730729992	0.171926244	0.153748598	1.835524228	0.865268877	0.05630207	1.188450258	1.400412988	0.311812614	1.499762023	1.657303869
-0.241440552	-0.241440552	-0.241440552	-0.241440552	-0.241440552	-0.241440552	-0.230144023	-0.241440552	-0.241440552	-0.241440552	-0.241440552	-0.238839111	-0.236038177	-0.241440552	-0.241440552	-0.240084298
-0.383616459	-0.425307469	-0.632485928	-0.563845154	-0.58674403	-0.670145014	-0.59158979	1.616351212	-0.356627798	-0.762417118	2.679435511	1.083908358	2.769647573	0.64310187	-0.536593658	0.303448853
0.05811098	-0.692566042	-0.647572699	0.392834941	-0.065554987	-1.014864351	0.022424616	0.252945382	-0.094527206	-1.085896371	1.475174639	0.956609109	1.771823034	-0.266641058	-0.466977943	0.649072922
-1.16962628	-0.279221446	-0.049075191	-0.562809345	-1.055194854	-0.070789264	-1.032788829	1.688350422	1.966666521	1.757814649	-0.004289678	0.403510437	-0.269357858	1.403458125	1.469229215	0.948309393
1.185627674	-0.362703736	-1.200021446	-0.193670507	0.997582264	-0.83408005	0.525389469	0.048619607	-1.035160302	0.63780869	-0.828821224	-1.10813649	-0.829628201	0.430274258	-1.110540141	-0.21802462
-0.699939394	-0.556887714	-0.629512181	-0.391308847	0.17871264	-0.539952003	-0.719013266	1.366384042	0.260746663	1.155021935	-0.401736693	-0.288822946	-0.536207291	1.285175986	-0.080925834	0.471424449
3.521485357	0.094110881	0.550362384	0.353544417	-0.198234095	0.328641951	0.32040905	-0.615961977	-0.457613947	-0.515950373	0.110521111	-0.258451536	-0.226660235	-0.268052978	0.001587457	-0.289202636
1.063546785	-0.737613912	-0.594771189	-0.078252616	0.306947409	0.030576476	0.590752347	-0.831044894	-0.669530698	-0.402727273	-0.963989442	-0.825247581	-0.716307394	-0.797285153	-0.72842947	-0.500543975
0.294622675	-0.012644489	1.081028241	-0.092840292	-0.805410084	0.523062253	-0.410963683	0.277197772	2.220383019	0.523774824	-0.191033598	1.16878008	-0.349931488	0.950242552	1.948550451	0.358699439
-0.32541224	-0.576337913	-0.563241632	-0.461864156	0.398251918	-0.341254673	-0.291497732	0.656319391	0.58035395	1.08190082	-0.808682339	-0.688112819	-0.721823003	0.288127102	0.057912411	0.114873563
-0.437446555	-0.981552809	-1.259266091	-1.101623573	0.616587902	-0.518756277	-0.931023064	0.594264029	-0.415363524	-0.584422548	-0.326210501	-0.635318119	-0.582792984	-0.104827528	-0.938923041	-0.728324599
-0.615755524	-0.586908711	-0.495528721	-0.639110256	-0.099240792	-0.521470347	-0.406445605	-0.48940444	0.019925383	-0.157177992	-0.407688488	-0.053657749	-0.124995297	-0.663285553	-0.18174002	-0.437425877
1.245424883	0.106396982	0.093395682	-0.011863768	0.328140542	0.33829047	-0.049042093	1.534656384	2.15002613	0.218191626	-0.918541093	-0.71607638	-0.709967068	0.608551355	0.694704079	-0.012242133
-0.059097293	0.09555416	0.750552244	0.635921319	-0.766714913	-0.210930848	0.05556846	0.43936674	1.743236004	1.282471061	0.005077124	1.176940313	0.692277532	0.768782618	1.610558547	1.125022093
0.350801288	1.132467901	1.03374225	1.892120203	0.198635144	0.233275392	0.891883232	0.209131099	0.774122262	0.370497424	0.228840544	0.532436793	0.760202549	-0.103985503	0.937221897	0.856248128
0.167452332	-0.644376276	-0.448089832	-0.416365355	0.113887816	-0.113747391	-0.101656431	0.10096618	0.280559478	0.362250801	-1.250948624	-0.950088616	-0.984438424	-0.260068897	-0.144974732	-0.149470538
-0.508701509	-0.641574322	-0.472711836	-0.611819721	-0.740202923	-0.664670428	-0.657140274	-0.44162403	-0.305680516	-0.81976264	0.828449525	0.944406768	1.019077287	-0.618555371	-0.433603901	-0.454401653
-0.396283747	0.017546398	0.817647042	0.299264907	-0.378933384	0.113917021	-0.094757696	0.28704757	1.263894486	0.166509554	0.340678599	2.010383129	1.026399483	-0.141269353	1.157899478	0.519436934
-0.424236762	-0.737731279	-0.6422208	-0.607024333	-0.702555178	-0.730581208	-0.56641818	1.534783496	0.200400831	-0.050537304	-0.581072826	-0.558845477	-0.103137413	0.062910298	-0.359341518	0.818923952
-0.554364716	-0.630750399	-0.029183577	-0.730231923	-0.813974996	-0.083285525	-0.62146552	0.393420918	0.380205362	-0.192174314	0.252045901	0.865702882	0.221751148	-0.287945873	0.123046765	-0.221708051
2.079815064	-0.569925939	-0.865391745	-0.578772746	-0.076956637	-0.921139896	0.289896338	-0.214976035	0.390486446	4.249007662	-0.807148298	-0.860480838	-0.151419089	-0.436234908	-0.457875793	1.000346001
-0.685451631	-0.474276249	-0.718527465	-0.578823151	0.24946654	-0.532712463	-0.31557411	-0.021931645	-0.369556686	-0.245023846	-1.055809674	-1.266664842	-0.409946806	-0.40102946	-0.824036011	0.579740013
-0.260048568	-0.470809569	-0.456049884	-0.389852155	-0.409881905	-0.42940695	-0.316014502	-0.444168991	-0.399108434	-0.33918604	-0.364265528	-0.40259248	-0.307255795	-0.244867329	-0.451182962	-0.210036984
-1.121421612	0.625911721	1.595642437	0.673531551	0.340947666	0.24290844	0.288301929	0.410637938	1.839003253	0.687806108	0.58371081	0.623124548	0.609653046	-0.335175422	2.031807621	0.975464202
0.075642836	-0.067800427	-1.299584664	-0.169209541	-0.223668543	-1.30417766	1.879103847	1.5717896	-0.654016452	1.312365716	-0.910846046	-0.812478922	0.442322246	0.879399138	-0.784270585	0.004510483
-0.507650391	-0.917593096	-1.763739573	-1.128901087	-0.347547414	-1.388792195	-0.326760438	0.127972828	-1.182650568	0.938081731	0.532249349	-1.300258433	0.020710989	0.436181625	-1.525126724	-0.334230085
-1.323816287	-1.556821159	0.875599305	-1.047097373	-0.596132052	-0.183940593	-0.9954083	0.084692883	0.911607761	-0.113813896	-0.673177193	0.763822667	0.184306723	-1.584425851	0.804323085	-0.568431671
0.788269272	-0.82954464	-0.458567748	-0.544481617	1.055173167	0.144830516	0.034541297	-0.530180189	-0.680843337	0.024020682	-0.950666367	-0.853640341	-0.708902234	-0.681573632	-0.450062463	-0.537430955
-0.840782055	1.49441143	1.414831757	1.260676582	0.482464937	0.77180032	0.471305119	0.274952974	1.189001105	-0.345656957	1.14277612	0.891649971	1.024069764	0.431127137	1.210912687	0.792484187
-1.418890883	0.229936469	-1.539551708	-0.598134706	0.229121648	-1.116460744	-0.912944259	1.311084829	-1.29640796	0.22688948	1.184990936	-1.271891185	0.12599284	1.247634522	-1.525189322	0.099663157
0.758540657	0.467900412	-2.071665567	-0.592737713	0.234529794	-1.78398114	-0.036386232	0.199458734	-1.154948859	-0.177722396	-0.001990566	-1.682559873	-0.132955764	-0.013387852	-1.781179144	-0.59459799
-1.007226068	0.864204908	0.23740115	0.667390782	-0.342638231	-0.085705088	-0.039039723	0.200758253	0.142200499	0.074468933	1.538405282	0.674894543	1.057162482	0.167801255	0.179127564	0.323766062
-0.177595565	-0.596116044	-0.556104331	-0.620273032	0.376279772	0.015148372	-0.264723059	-0.140839093	-0.593634028	-0.229537032	-0.569263786	-0.68180337	-0.741605989	-0.383520653	-0.640495547	-0.631669224
-0.819010166	0.011519727	-0.221594895	-0.295842797	-0.177685331	-0.412507629	-0.350516687	-0.389312175	-0.428965377	-0.635147475	0.999589909	-0.027499482	0.564070328	-0.776818988	-0.483802375	-0.528591231
-1.777964204	0.830247051	0.667755912	0.992794184	0.01808387	-0.283777967	0.135558124	0.654213732	0.924142011	1.341091563	1.0516948	0.552625602	1.141751073	0.650688435	0.826665446	1.20134348
-0.007635632	-0.510851291	-0.42705763	-0.375084237	0.611898309	-0.126913958	-0.062344598	-0.186252688	-0.50253361	0.008969801	-0.838747712	-0.668375846	-0.731143904	-0.32439019	-0.484496431	-0.407486009
0.089736877	-0.589534362	-0.630744502	-0.520634411	1.972392028	1.288366619	0.64286345	0.075164019	-0.810931365	-0.558743555	-1.159153751	-1.096222943	-1.117860602	-0.501659973	-0.79752352	-0.849828523
-0.057258478	0.36893608	-0.695548884	0.40965549	0.436406512	-0.988938175	-0.007710416	2.686533609	0.414495535	0.76674375	-0.380693963	-0.554546442	-0.327018093	0.903659683	-0.168508709	0.33943847
-1.727700984	1.09094309	0.795141487	0.847094072	0.642800755	0.224527631	0.132558993	0.873206997	0.517383443	-0.029499487	1.426780179	0.70789873	0.98738939	-0.441514836	0.594426613	0.41801193
0.916331169	0.844777055	0.67304348	0.419568145	0.693064242	0.666262826	0.451729867	-0.448096135	-0.159596631	-0.089794883	0.995371439	0.92694651	0.593150239	-0.334793343	0.122083462	-0.110546852
