GMP_early_HC_no_chr21amp	GMP_early_MPNAML_chr21amp	GMP_early_MPNAML_no_chr21amp	GMP_late_HC_no_chr21amp	GMP_late_MPNAML_chr21amp	GMP_late_MPNAML_no_chr21amp	HSC_HC_no_chr21amp	HSC_MPNAML_chr21amp	HSC_MPNAML_no_chr21amp	MkEP_HC_no_chr21amp	MkEP_MPNAML_chr21amp	MkEP_MPNAML_no_chr21amp	MPP_HC_no_chr21amp	MPP_MPNAML_chr21amp	MPP_MPNAML_no_chr21amp	
1.443131913	-0.5465546	-0.526164468	-0.405938292	-0.579773692	-0.46658428	-0.339795696	-0.396451532	-0.559087111	-0.558137086	0.356389323	1.112491106	0.248552468	-0.517079402	-0.586105058	-0.604318699
0.873995084	-0.791760527	-0.065644936	-0.660250872	-0.334631887	-0.286769453	-0.353509779	-0.918654715	-0.034047773	-0.726766566	-0.738076137	0.033201543	-0.344986085	-0.521117142	0.290627472	-0.327384366
-0.516686365	0.103428389	-0.644670203	-0.14104303	-0.412691016	-1.616603054	-0.624949846	0.571745162	-0.226516603	0.428574862	0.607961802	0.337130054	1.022375153	0.085782477	-0.529149928	1.00581543
0.831082053	-0.298026099	-0.150059993	-0.511018486	-0.439185409	0.820951417	-0.473458014	3.476393167	-0.14060902	-0.700299486	-0.042265859	0.083322465	0.204067584	1.471691616	-0.424950865	0.1427525
-0.61960434	-0.63263585	-0.243526936	-0.326603515	-0.870579982	-0.564053955	-0.850137031	1.968346977	2.075116485	0.671470341	-0.509145092	0.24196487	0.094562546	1.617915122	1.222831825	1.58973727
0.153276338	-0.893142295	0.290665957	0.097427774	-0.352184958	-0.064970219	0.028686291	-0.497472455	2.115160784	1.944162908	-1.073398444	0.969984363	-0.128798177	-0.303544928	1.731180108	0.594867573
-0.547273902	-1.113948968	0.85139612	-1.391600866	-0.630110801	0.703441759	-1.331464787	1.472908551	2.254752284	-1.008669937	-0.936117246	0.200029948	-0.842624941	1.051584404	2.281243874	0.389845162
-0.173966491	-0.348555047	0.564813227	-0.129474422	-0.568232353	0.169714888	-0.493907883	2.025950923	2.051596377	0.48769731	-0.95930077	0.036232098	-0.276245242	1.277443705	1.565561196	1.069308775
-0.152755459	0.194382245	1.089312444	0.660203135	-0.272712356	0.543534664	-0.108551195	0.045760228	0.855475121	0.250333884	-0.311877739	1.006910855	0.145538181	0.388723054	0.960180224	0.599222562
-1.029909574	-0.427299083	-0.10538275	-0.077786385	-0.826551374	-0.575990796	-0.432703485	2.371607041	1.752047003	0.042584842	-0.39360585	0.735272491	0.793903667	0.36094084	0.463294167	0.832950195
-1.258927696	-0.331386486	0.1006727	0.052737237	-0.632713716	-0.482016303	-0.730494159	0.931930837	2.830787117	0.915398457	-0.334053837	0.909701593	0.379150018	0.33367735	1.557334027	0.87893711
-0.305663272	-0.153302574	-0.397418122	0.474455127	-0.327326158	-0.578056058	-0.020376208	0.95264119	1.969673151	1.435921704	-1.178280074	-0.502296254	-0.363660903	0.46151786	0.672488254	1.188565484
-0.084909159	-0.68142092	-1.466387617	-1.112398384	0.359354477	-0.995105135	-0.820793269	2.191796447	-0.485028882	-0.104286968	-0.641673558	-1.252424349	-0.6187474	1.139962874	-1.043979451	0.420680777
0.1899445	-0.171161898	-0.341914939	1.494267925	-0.699539533	-0.993940553	0.538465642	-0.882086447	0.760111918	0.895421611	-0.199536367	0.024961989	1.835894964	-0.504044035	0.075853994	0.283993143
-1.031668673	0.989403166	-0.319932707	-0.731194276	1.428587548	0.86914137	-0.155511126	0.203785604	-1.188772063	-1.219824867	-0.236765997	-0.920129816	-0.736013361	-0.806187572	-1.4282582	-1.074266887
0.897604467	0.250299807	1.100717938	0.88363461	0.520900761	0.927917538	0.694173511	-0.317825154	0.734695511	0.756288134	-1.093480001	0.040383813	-0.708055643	0.374801242	1.03609528	0.351821567
0.547923069	0.19720422	0.941364467	0.97263764	-0.443021975	0.699898351	0.457583842	-0.541003494	0.335504817	-0.617727257	-0.752407501	0.101805042	-0.439774017	-0.277477326	0.549331001	0.25389019
-0.556350418	-0.19533963	-0.084541914	0.075624559	0.291004907	-0.236533449	-0.202064084	1.018908425	0.672209864	0.818641453	-0.626679059	-0.042568379	-0.145049612	0.435012628	0.301946353	0.561985539
1.633315871	-1.568984763	-0.60924662	-0.490588649	-1.039729224	-0.548435031	0.377719025	-0.700003866	0.59092639	0.952004591	-1.479937302	-0.271436591	-0.281373452	-0.8821195	0.171753873	0.188656703
0.186100375	-0.362224047	-0.737780627	-0.40310156	0.904892705	-0.452187549	0.107087849	0.01565006	-0.524885728	0.829594344	-1.021514389	-1.065636482	-0.895564993	-0.174525268	-0.644358808	-0.371493406
1.795826322	-0.107892194	-0.363585533	0.319846009	0.939810141	0.05607559	1.189806784	-0.70143741	-0.651259609	-0.267995699	-1.051554604	-0.781571701	-0.71909205	-0.628177733	-0.55688875	-0.321008684
0.296016431	-0.344198754	-0.271808059	-0.15395206	0.640419113	0.065199062	0.573787592	-0.393244305	-0.347484315	1.230438714	-0.951709745	-0.85513042	-0.715721601	-0.566307896	-0.361984521	-0.19511404
0.432764019	-0.251442938	-0.286716641	-0.2260111	1.063663957	0.158606479	0.356766849	-0.323764621	-0.407536583	0.320551875	-0.903324657	-0.835999816	-0.874156754	-0.443448415	-0.428228465	-0.444552937
-0.182228337	-0.10603553	-0.832634946	-0.392048737	-0.297017842	-0.85985576	-0.268350164	0.839895183	0.430483213	4.272302106	-0.171974911	-0.589770082	-0.21433361	0.755757556	-0.095204462	0.349564838
-0.110166049	0.021072817	0.236242953	-0.007484291	-0.140250191	0.206005559	0.205206396	0.241091612	0.593922537	3.593273999	-1.256761309	-0.820704212	-0.830287345	0.204456434	0.684560263	0.25106478
-0.67918599	-0.679324946	-1.069611341	-0.515305341	-0.530248252	-0.648708847	-0.374464045	3.768646889	0.090132526	0.82729405	0.094543535	-0.702557954	-0.073674974	0.887791027	-0.631247554	-0.125937798
1.440920486	-0.70459839	-0.748029192	-0.714310869	1.480900406	0.417741572	0.38272879	-0.555545265	-0.849875493	-0.480058424	-0.770887251	-0.846569175	-0.7711015	-0.685693982	-0.844493939	-0.701499774
2.647666999	-0.173262026	0.119569136	0.216914459	1.211375065	0.561477601	0.918006095	-0.288758515	-0.926458285	-1.125446059	-0.877611353	-0.677011735	-0.928514323	-0.389223961	-0.607286639	-0.671895191
-0.851646627	0.487466243	0.199783625	0.468155806	0.542828324	0.048501128	-0.003496443	0.9748564	0.482652508	0.50458243	-0.121126195	-0.086145773	-0.105802086	0.359896104	0.31160941	0.437946982
-0.083970084	-0.268753132	-0.58244308	-0.368912385	0.870759035	-0.183937281	0.014955753	0.096163626	-0.56918281	-0.103692466	-0.764328852	-0.967991399	-0.761616084	-0.52791966	-0.685081196	-0.449718822
-0.884372943	0.516264487	0.128901331	0.494871264	0.568793431	-0.138717266	-0.041301461	1.163273685	0.529318177	0.463614067	0.2685037	0.010543343	0.276612881	0.26242168	0.241836379	0.487629651
-1.099368016	0.208949784	-1.125027952	-0.402085261	0.047302853	-0.701844632	-0.676028874	1.098098969	-0.62840215	0.942984047	1.069927676	-0.595148465	0.044092884	1.434792348	-0.806448045	0.105432723
-0.466437696	-0.167951278	-0.375648157	-0.323450096	-0.458337581	-0.539929113	-0.418341197	-0.3285783	-0.555004308	-0.645577818	0.733283232	0.104209696	0.590674755	-0.610761771	-0.554653841	-0.423908507
0.297952488	-0.481852271	-0.331420757	-0.26244146	0.721853999	0.069249354	0.286294046	-0.432581669	-0.407926397	0.106370467	-0.956955524	-0.80872541	-0.736172331	-0.654550079	-0.463244062	-0.363213176
-0.050292358	-0.640880816	-0.599041503	-0.43946809	0.225137333	-0.386373362	-0.320477876	-0.498975023	-0.662953144	-0.589011627	-0.637918109	-0.659180751	-0.625097617	-0.596105859	-0.652278911	-0.627419496
0.006747078	-0.645493185	-1.069888146	-0.296475128	0.563650546	-0.525090864	0.07273484	0.127220902	-0.691806232	1.051429372	-1.073865939	-1.290934231	-0.837164563	-0.062966857	-0.924343298	-0.147044953
1.234609769	-0.096862668	-0.427894207	0.002782894	-0.032863512	0.085794621	-0.001853463	-1.08570934	-1.103286238	-0.602284239	0.699170285	-0.351312667	-0.35994083	-0.088528456	-0.789292365	-1.027263395
0.074585758	-0.790831787	-1.352344484	-0.49269577	-0.483895121	-0.561765732	0.157442162	-0.299254904	-0.748378655	0.751576944	-1.496517647	-1.124376791	-0.220793699	-0.993286254	-1.301178107	-0.240623437
0.097141068	-0.53695783	-0.438114257	-0.098161274	0.528971618	-0.377971927	0.16983557	0.309569082	0.848794492	0.816209124	-1.168595365	-0.790200389	-0.44062289	-0.380182255	0.170801311	0.461653846
-0.513674441	-0.710000181	-0.939548898	-0.825937203	-0.043784793	-0.650159804	-0.607795409	-0.197504684	-1.129801294	-0.546490721	0.004823511	-0.878462384	-0.252325308	-0.653941317	-1.190601753	-0.814063321
0.506801717	-0.393745102	-0.345218327	-0.312594811	0.865154021	0.170716874	0.29039344	-0.509314988	-0.627741707	-0.343514488	-0.898105421	-0.834589999	-0.803858336	-0.747298947	-0.608216976	-0.593965996
4.283815821	-0.553699026	-0.749217688	-0.437510928	0.103733296	0.627209084	0.775825419	-0.160870353	-0.750388133	0.087325907	-0.657870093	-0.744851322	-0.672670517	-0.439275663	-0.756152413	-0.70059901
0.302835809	-0.434598029	-0.814012332	-0.018528768	0.467894853	-0.437251113	0.33016302	0.282900367	0.246180636	0.73102902	-1.327985434	-1.277414537	-0.776134689	-0.527343593	-0.355369898	0.05910538
1.208064825	-0.242685483	-0.938049836	0.346333095	1.356503519	-0.787949518	0.470936214	0.137504964	0.229940039	0.31251729	-1.417226893	-1.473421058	-0.64335847	-0.528628609	-0.551554109	-0.096142303
0.541737433	-0.738053606	0.455020414	0.170805194	-0.78805623	-0.600093408	-0.450541802	-0.522831365	2.562651418	-0.063705615	-0.447072997	1.614434314	1.134888022	-0.552437199	1.939033602	1.835517928
0.981570946	-0.824616371	-0.99719569	-0.660487061	0.253437397	-0.169632405	0.057433433	0.721552727	-0.221617189	2.176752685	-1.007189766	-0.913307439	-0.655775844	0.340993459	-0.697778112	-0.166759037
1.009138146	-1.065732897	0.338909673	0.09593307	-0.637821481	0.529280265	-0.004602912	0.028179629	-0.046210337	2.312789891	-1.203495698	-0.798332306	-1.120604488	0.288542824	0.303819397	0.147311635
4.399119554	-0.621823217	-0.054351227	-0.246770911	0.670538062	0.882161798	1.038658575	-0.742973162	-0.653251816	-0.444322368	-0.775228735	-0.66402441	-0.717670812	-0.671970433	-0.543446737	-0.639475727
0.426564517	-0.400819544	0.425098776	0.060311899	-0.02151961	0.077361255	-0.000564764	-0.356016269	0.357784357	5.236649769	-0.493799443	-0.339963018	-0.288775686	-0.289050071	0.402852692	0.368604371
0.167273415	-0.10860777	-1.553380186	-0.466345937	1.149811807	-0.480853302	0.023298898	-0.058406936	-0.83042221	-0.24788999	-0.721680894	-1.353583349	-0.570516205	-0.705298143	-1.361789257	-1.018249382
0.310810714	-0.559814663	-0.469988139	-0.501174025	0.691772695	0.022849123	0.015679863	-0.468235175	-0.644753214	-0.42427447	-0.841683402	-0.75349983	-0.777132571	-0.625213752	-0.617222542	-0.606204551
-0.743001735	0.395549848	-0.629743118	0.018832213	0.794484134	-0.513876095	-0.245350099	1.489762794	0.372553324	0.550550192	-0.578650838	-0.847075987	-0.70500361	0.524882198	-0.179574314	0.018887281
0.669832639	-0.654568304	-0.568483177	-0.385777318	1.075115531	-0.006294864	0.412661307	-0.097591618	-0.748677259	-0.312501779	-0.894354876	-0.869927688	-0.714273383	-0.644288045	-0.835439692	-0.504143263
0.09800452	-0.37874137	-0.888254724	-0.070064848	0.387093382	-0.655001842	1.277600577	-0.136931156	-0.965054997	1.498698087	-1.056435709	-1.05963572	-0.713449463	-0.383007752	-1.024582165	-0.361726208
-0.753151809	-0.178152988	0.403516887	-0.042627632	-0.547736956	0.257033524	-0.574385008	0.881879334	1.135510002	0.830396562	0.333327231	1.529004783	0.212210486	1.458996419	1.10001911	0.687754257
-0.39406223	0.982625697	1.17036418	0.654176459	0.243366759	0.414643405	0.355821986	-0.281091073	-0.197496549	-0.83877119	1.261481132	0.551685798	1.032048203	-0.834439094	0.258564473	0.071472566
-0.637568019	-0.824210044	-0.484957347	-0.921964934	0.195306761	-0.345190767	-0.835400434	1.834047175	-0.443097745	-0.313236067	-0.386963215	0.120664195	-0.485836582	0.324761335	-0.291354504	-0.477037366
0.240401032	-0.488656335	-0.428246064	-0.558726924	0.76962756	0.082763119	-0.091328925	-0.210080674	-0.164652488	0.508067135	-0.94328193	-0.801090934	-1.015505647	0.064738081	-0.255910619	-0.36083592
0.534011143	-0.658050344	0.67824132	-0.332892044	0.397294105	0.246389559	-0.25915483	-0.001282503	1.716830316	1.274060242	-0.366313623	2.399815464	0.367063617	-0.057985442	1.710549211	0.221867932
2.780847845	-0.678714834	-0.431831442	2.85758463	-0.763513101	-0.571064218	1.692899466	-0.356136758	0.053548441	0.307141752	-0.695601131	-0.316006842	0.665183781	-0.477493193	-0.285980115	0.75005294
2.019768348	-0.606651121	-0.632983479	-0.974500335	-0.896109186	-0.708537947	-0.532627409	0.162385114	-0.045718093	-0.597680433	-1.111277768	-0.063804643	0.043858581	-0.189614187	-0.639318699	-0.308955505
1.449687671	-0.848325008	-0.792052577	-0.5904922	0.987372715	-0.180536788	0.466556263	-0.748386121	-0.673131731	-0.170179335	-0.92045213	-0.748714818	-0.729663849	-0.641931079	-0.764493143	-0.487573683
-0.107256579	-0.475659002	-0.39738291	-0.68343917	0.69415799	0.082319654	-0.199020537	-0.551297145	-0.721115878	-0.548546542	-0.755053375	-0.655714624	-0.780450023	-0.60695615	-0.642114825	-0.747414564
1.305096141	-0.709565931	-0.662835539	-0.698681617	1.095278274	0.420806249	0.240112655	-0.594342389	-0.71492291	-0.73968523	-0.693505255	-0.753000571	-0.729486716	-0.669319734	-0.71630036	-0.644545528
0.160421008	-1.105912124	-0.436177503	-0.813112947	-0.635140009	-0.057491797	0.001074187	-1.1349524	-0.641628791	-0.526094402	-0.88063656	-0.242822317	-0.631165885	-1.065681037	-0.821994526	-0.734630195
0.083503019	-0.958593087	-0.426520907	-0.203315172	-0.264652906	-0.387656122	-0.158678151	-0.155932989	1.542131656	4.276910413	-0.882463458	0.001900079	-0.260566902	-0.332206538	1.182238819	1.028601523
2.388339884	-0.558560556	-0.635964158	-0.330630314	1.376765979	1.102966912	0.960989015	-0.924263444	-0.915460374	-0.421566579	-0.989763542	-0.963257234	-0.948101375	-0.887929505	-0.914643426	-0.88138808
-0.954386631	-0.501392414	-1.570097213	-1.069816913	-0.346554467	-1.164178516	-0.856654553	0.932074861	-0.610403183	0.420396931	0.491458336	-1.095808724	0.082140964	0.671001221	-1.162912466	-0.021936685
-0.163723355	-0.540327128	-0.485539778	-0.560686375	-0.367935146	-0.432307559	-0.474310366	-0.389248148	-0.393145745	-0.234308925	-0.170591394	-0.413981326	-0.251928144	-0.398468613	-0.465798154	-0.450773384
0.346856384	0.715556632	1.07219554	0.977451667	-0.458297515	0.51743786	0.130262916	-0.284337054	0.663630676	0.012101799	0.507025873	1.500389936	0.934957388	0.295163631	0.854412435	0.489446003
-0.370576645	-0.271146213	2.290118593	-0.564939099	-1.3194133	-0.571636335	0.107556009	-0.194231144	-1.197812361	1.232043255	-0.650887163	0.358275253	-0.243613488	0.141152891	0.060529049	-0.591033602
-1.421263038	0.991618017	0.468434317	0.963818908	-0.000645157	-0.247198484	-0.043224309	0.344633034	0.426051814	-0.16431201	1.486524904	0.786488145	1.4120903	0.042806229	0.41758566	0.557780788
2.544782109	0.316938247	-1.034063137	-0.529831442	0.095718605	-1.252776473	-1.20594375	1.284651304	-0.197268991	-0.545414079	0.579274636	-0.54728848	0.051965101	-0.127052984	-0.61526952	-0.186742385
-0.367173695	-0.775032067	-0.755479449	-0.189364808	-0.81070718	-0.908432909	-0.215182176	-0.519933864	-0.289326547	0.286736524	-0.376084721	0.701200164	2.229506406	-0.54037433	-0.544469223	0.040969054
-0.747565652	-1.307729286	-1.711575296	0.055187211	0.121620545	-0.227483077	0.182076642	1.828244342	-0.446815499	0.597104864	-1.310618302	-1.165058604	-0.068070121	0.207173547	-1.003951535	0.415354003
-0.800177213	-0.622016223	-0.910493893	0.030581204	-0.557016417	-1.260158147	-0.480834488	2.031777553	1.669774301	1.55990141	-0.480928039	-0.498664039	0.33495207	0.832575591	0.490110072	1.263942211
-0.956356064	0.042119672	2.563298937	0.467988353	-0.686015312	1.208847586	-0.127009794	-0.574370251	1.032970836	0.067833616	-0.483518941	1.677652993	-0.28253126	0.393974698	2.179032518	0.392494696
-0.298620017	-0.663732126	-0.527073845	-0.657948708	-0.504469795	-0.374381533	-0.473757386	-0.24892052	-0.229575431	-0.287806108	-0.210249905	-0.011161439	-0.009219938	-0.341966143	-0.389869049	-0.376706569
-0.044022389	1.929345766	1.970417849	0.808246495	-0.309887968	2.785418776	0.377594798	-0.342726367	-0.791463773	0.497233137	-0.054075572	0.837092282	-0.617855953	0.890914182	0.634704262	-0.439191554
1.738966121	0.2898067	0.134582758	0.787310217	1.410690035	0.623992103	0.941388384	-0.764567714	-0.899872325	-0.406083033	-1.021436952	-0.912720769	-1.032328572	-0.084129765	-0.582014894	-0.518575835
0.658040762	-0.248866742	-0.314989933	-0.182883028	1.031697455	0.268407041	0.35973523	-0.433989988	-0.659358314	-0.312763691	-0.913353377	-0.857884632	-0.849607577	-0.650750421	-0.656086243	-0.624423454
-0.429946836	-0.004336823	-0.456280843	0.127659735	0.460409309	-0.203249842	-0.037034115	0.724663353	-0.141442653	0.896256479	-0.821637093	-0.790898388	-0.684021249	0.549003237	-0.321581678	0.185636884
-0.442475725	-0.53296318	-0.837321314	-0.615512513	0.323318646	-0.62506883	-0.54556772	1.239170916	-0.48341702	-0.154875767	-0.471043237	-0.693448106	-0.614045439	0.261854948	-0.657702652	-0.274088478
0.406841747	0.005410453	-0.679197791	0.680142305	-0.393409513	-0.541594603	0.535835457	-1.079496406	0.113076381	1.702819168	-1.611468528	-1.085151438	-0.750348199	-0.980599989	-0.593173548	0.039673469
1.845237768	-0.771834988	-1.108059822	-0.405536708	-0.306912998	-1.039584191	-0.28880196	0.322780676	-0.424110459	-0.388765525	-0.834401159	-0.653579616	-0.60853206	-0.304363413	-0.717811849	-0.348525763
0.405614075	-0.767791657	0.07757888	-0.737654327	-1.36559199	1.467874917	-0.589311563	-0.600705071	-0.792414675	0.680334897	-0.55176653	-0.820545484	-0.825792961	0.220187052	-0.375246114	-0.584751375
0.312504174	-0.799037056	-0.46933265	-0.634597309	0.188654816	-0.051359586	-0.222971747	-0.294606088	-0.215929106	-0.339650244	-0.663554851	-0.337272223	-0.381005429	-0.589668839	-0.299939842	-0.290200004
-0.610981704	0.262867565	-0.770709554	-0.542988334	1.234215071	0.492466538	-0.709953359	1.190621057	-0.334058448	-0.951633191	1.725556509	-0.050727501	-0.412821607	1.964595657	-0.322023858	-0.52100358
-0.023783589	-1.223668856	-0.287937676	-0.533567509	-0.785166116	-0.720584957	-0.273205827	-0.921793883	-0.029399688	-0.635865438	-0.745637118	0.618139853	0.348017094	-1.308690748	-0.185767815	-0.203485745
-1.096294922	-0.037803488	1.425990884	-0.280907213	-0.62868326	0.607337886	-0.170225122	-0.36172863	2.510687404	1.166758569	-0.346817205	0.094952923	1.208044256	0.07560739	2.096549558	0.614065459
0.330121705	0.30089162	-0.844038334	0.21014524	0.541230056	-0.355240995	-0.076825278	0.281598406	-0.724414698	1.239154713	-0.239087066	-0.875357976	-0.665080165	1.410007572	-0.687917779	0.067902151
-1.975759187	1.770093073	0.535979001	0.13547841	0.525663322	0.228128857	-0.767119548	0.196486083	1.448290464	1.193924508	-0.218261727	0.652070668	-0.253691021	1.719944888	1.210948334	0.800641145
0.170455136	-0.436791703	-0.250464172	-0.262226465	0.324681278	0.363593328	0.572908105	-0.585638161	-0.266245953	-0.029063248	-0.701496781	-0.508999775	-0.765991845	-0.650598388	-0.126971319	-0.468934336
0.582267234	0.256697134	1.887678628	1.116827216	1.113683014	1.790684985	1.087429324	-1.361436096	-0.772427147	-0.173060427	-1.380108433	-0.492286323	-1.104962282	-0.763364756	0.195883744	-0.117451435
-0.289206819	-0.332763729	-0.539164929	0.116622224	-0.235344741	-0.921874236	0.028638955	0.463389529	0.949021849	3.639643206	-0.85190778	-0.432622547	-0.041936715	0.362670961	0.460648483	0.77240715
-0.779509141	-1.008993177	-0.902228211	-0.560243468	0.420785621	-0.457836984	-0.738639172	0.756987029	-0.76696826	0.423810453	-0.624278434	-0.273442049	-0.479817117	0.107847832	-0.678462661	-0.454948748
-0.486053048	-0.760193681	-0.785609446	-0.666101633	-0.92511166	-0.970721395	-0.822120937	0.719676181	0.095184342	-0.879403701	0.457023741	0.938021686	2.271023037	0.323399717	-0.607967716	0.641594344
-0.286865792	-0.134308995	-0.026279224	0.513557552	-0.585463855	-0.445429976	-0.449344064	0.843141787	1.429845251	1.469227928	-0.147803625	0.56932181	0.461780883	1.335195344	0.990979487	1.263647001
0.059138203	-0.894973447	-0.870608111	-0.355481779	0.165087516	-0.182082204	-0.129145432	0.721098437	-0.079936837	-0.358096573	-1.165941531	-0.981392001	-0.852458539	-0.403849166	-0.607583682	-0.464173636
0.726817973	-1.76722293	-0.825218263	-1.054265478	0.475595987	-0.165457822	-0.163006052	-0.788922897	-0.763539582	-1.421264583	0.482831737	1.209386915	1.131368471	-1.408437365	-1.041967335	-0.256931348
-0.731589355	0.294769538	-0.810759227	-0.459341182	0.303765558	-0.376793791	-0.759359674	0.68167095	-0.404998343	1.594168155	0.5371128	-0.701783791	-0.416963653	1.888392082	-0.551270439	0.315987827
3.04714901	0.089646502	0.334551898	0.10290462	1.040300274	1.039206236	0.83161027	1.144864349	0.117840896	-0.381681325	-1.427131366	-1.28129045	-1.236758391	0.581031063	-0.220893607	-0.375012266
-0.519845884	-1.768097943	-0.090627153	-1.017097346	-0.980695693	-0.732559584	-0.238570073	-1.016163189	-0.210898748	1.882898021	-0.262882076	0.206185316	-0.096679364	-1.096536363	0.096290001	0.014741364
1.036888609	0.499196176	0.641748596	0.295027784	-0.091106267	0.25074486	0.232773818	-0.735696337	-0.548159511	-0.893290376	0.762283779	0.268545382	0.294287339	-0.534545806	-0.057173499	-0.431930257
1.786015564	0.381868153	0.211270621	0.360801096	1.69902401	0.514540125	1.285525434	-0.916655547	-0.584954147	-0.615616111	-0.666512132	-0.69289287	-0.277341189	-1.29907947	-0.438033764	-0.402969063
-0.755604581	0.711725532	-1.173055798	0.732526425	-0.222092586	-1.037740865	0.161631985	0.599442324	-0.360559667	1.722651553	0.192893499	-1.180529878	0.377222631	0.869551456	-0.811580383	0.983121467
2.142580183	-1.199486374	-0.491928887	0.515743903	-0.61736799	0.377091477	0.640932362	-0.847918405	-0.507798703	0.925685586	-0.987717887	-0.531923757	-0.040815362	0.543050084	-0.606084738	0.489760446
-0.145073155	0.438502561	0.928076577	1.744236407	-0.48312355	-0.194354201	0.381507999	-0.080539786	0.944421171	-0.035896143	0.550570107	0.815498893	1.595890602	-0.006523129	0.930877051	0.916405532
2.508392884	-0.435741134	0.258015041	0.876014328	0.865653354	1.38765756	1.633301009	-1.005826318	0.43406666	-0.394630877	-1.206790307	-0.744092445	-0.137488109	-0.827724974	-0.131816134	0.795703796
-0.336665417	-0.272877082	-0.68813111	-0.313594915	-0.42411864	-0.739262463	-0.178180214	0.427768649	0.206707591	3.956942433	-0.747821559	-0.738505771	-0.411482569	0.258880075	-0.190131533	0.157959379
-0.228279857	-0.874632557	-0.090282716	-1.000243616	-0.559482262	0.777742868	-1.040585055	-0.621380915	-1.168270672	-0.91077802	-0.249146061	0.785556493	-1.191465279	0.355450078	-0.301208797	-0.805012251
0.535205771	-0.638750938	-0.352703402	-0.399869011	0.029181377	0.029489971	-0.087877663	-0.619636326	-0.645750326	-0.618072822	-0.694025757	-0.630134705	-0.683182738	-0.591013252	-0.558995859	-0.569499456
-0.482804381	-0.693393899	-0.547406954	-0.395150249	-0.64805243	-0.514650389	-0.445707446	1.158223503	-0.137449575	1.19623596	-0.59703719	-0.457999302	-0.305489728	-0.598526841	-0.419705438	-0.50572412
-0.618845731	0.442524082	3.690352507	0.493949765	-0.18990058	2.87011752	-0.194554061	-0.03451232	-0.139755116	-0.66896547	-0.457615068	-0.1119325	-0.326867679	-0.110238226	0.309248515	-0.193260106
-0.161957988	-1.042655451	-0.848349676	-0.347102788	-0.509632192	-0.805022307	-0.538178879	0.250316631	1.37618945	-0.41664821	-0.961213418	-0.785784711	0.143741379	-0.221429831	0.338433868	1.480673988
-0.954285137	-1.079193508	-1.129569236	-0.938058679	-0.681745582	-0.732433687	-0.83236778	0.812777166	-0.395980201	0.085401072	-0.460365472	-0.643499023	-0.052063342	0.823628522	-0.749507921	0.402477308
-0.257680228	-0.69041961	-0.817140436	-0.859827308	0.8525664	-0.587092479	-0.619081926	0.453399039	-0.775080017	-0.534188601	-0.541424334	-0.537896332	-0.643739066	-0.083358384	-0.709402335	-0.714338478
-0.108043378	-0.173091843	-0.373856142	-0.2370424	1.398874933	0.103390214	-0.094404507	-0.395099257	-0.669473571	-0.558150291	-0.710478166	-0.745484481	-0.777646195	-0.473321582	-0.596641943	-0.607462816
1.000269681	-0.149742736	0.852510947	0.099179313	0.870449871	1.295742105	0.803091524	-0.892903806	-0.022263321	-0.48970929	-1.063235427	-0.716307551	-0.944334959	-0.78751728	-0.019539745	-0.598283641
0.281435881	-0.467285298	-0.456547855	-0.395798155	0.701348678	-0.065162113	0.157258937	-0.259254704	-0.621927177	0.014760907	-0.853031695	-0.831543334	-0.767813437	-0.501043921	-0.643140957	-0.478380948
0.950540316	-0.902861762	0.48775562	-0.98048614	-0.489435357	0.743717635	-0.575153719	2.436690982	3.299674501	-0.750136583	-0.664627497	0.302774812	-0.736285912	0.502511526	0.661037355	-0.335844781
1.564259634	0.863962011	-0.37020206	0.687575286	1.337030317	-0.961606542	1.339178783	0.39691975	0.718962938	1.062459788	-0.321429299	0.152024415	0.558323189	0.376284329	0.02603237	0.377140228
-0.596900496	-0.06124889	-0.107278589	0.916401774	-0.606983834	-0.725539663	0.314992224	0.030723405	1.911223639	3.322584679	-0.663760493	-0.224741496	0.065796365	-0.005726156	1.083003778	1.933246265
-0.9011536	-0.489811609	-0.457851026	-0.777844078	-0.250266633	-0.077255157	-0.771790416	3.962966352	0.725978108	0.135657253	0.06672002	0.63239834	0.074526449	1.601570412	0.031503882	0.209433621
1.629512683	-1.23387543	-0.755906874	-0.316731832	-0.619796502	-0.523103623	0.047936302	1.136114352	0.875228459	-0.053179676	-1.205189605	-0.61249098	-0.116208459	-0.617241267	-0.243905229	0.113068522
0.640604464	0.276806613	-0.526855744	0.245903332	-0.610404203	-0.517247852	0.049268434	-0.203360042	-0.405297841	0.128766703	0.547182632	-0.354632286	0.494050722	-0.309563525	-0.567348514	-0.090492109
-0.115201364	-0.725250797	-0.778490128	-0.683944826	0.354816572	-0.509563201	-0.341307772	-0.025879349	-0.693100069	-0.170128997	-0.753452612	-0.799899061	-0.75723507	-0.338781889	-0.767095862	-0.552817058
-0.956873843	-0.617185058	0.218270412	-0.270294801	-0.945460277	-0.312335818	-0.901743279	1.031735392	1.803965748	-0.314594431	0.617109632	2.215024581	1.056898568	0.569624306	1.498202055	1.089087575
-0.114313229	-1.173490059	-0.914712742	-0.774268756	0.432208805	-0.707565988	-0.119077586	-0.247464978	-0.709627846	0.845829678	-0.554923118	-0.888166908	-0.320818536	-0.349307297	-0.854580135	-0.299272218
