Regulon	CellType	RelativeActivity
668	SPDEF(+)	CD14_monos_MPNAML_chr21amp	0.420758534769951
669	SPI1(+)	CD14_monos_MPNAML_chr21amp	1.70993982459648
670	SPIB(+)	CD14_monos_MPNAML_chr21amp	1.34119280247601
672	SREBF2(+)	CD14_monos_MPNAML_chr21amp	1.24680985486144
673	SRF(+)	CD14_monos_MPNAML_chr21amp	2.12576488359174
674	STAT1(+)	CD14_monos_MPNAML_chr21amp	1.61205455079022
675	STAT2(+)	CD14_monos_MPNAML_chr21amp	2.23193577110276
676	STAT3(+)	CD14_monos_MPNAML_chr21amp	0.870174198494475
680	STAT6(+)	CD14_monos_MPNAML_chr21amp	1.40033806256064
681	SUPT20H(+)	CD14_monos_MPNAML_chr21amp	0.000997537127790006
687	TBX21(+)	CD14_monos_MPNAML_chr21amp	1.21319380292942
690	TCF15(+)	CD14_monos_MPNAML_chr21amp	0.707460349133389
693	TCF7L2(+)	CD14_monos_MPNAML_chr21amp	1.69965870178763
696	TEAD4(+)	CD14_monos_MPNAML_chr21amp	1.76223613441407
700	TFE3(+)	CD14_monos_MPNAML_chr21amp	1.36011619367268
701	TFEB(+)	CD14_monos_MPNAML_chr21amp	2.0681878703127
702	THRA(+)	CD14_monos_MPNAML_chr21amp	2.3620350777533
706	USF1(+)	CD14_monos_MPNAML_chr21amp	1.30366984320382
707	USF2(+)	CD14_monos_MPNAML_chr21amp	1.19201687615881
708	VDR(+)	CD14_monos_MPNAML_chr21amp	1.60803281256761
709	VENTX(+)	CD14_monos_MPNAML_chr21amp	2.08239616258289
711	WRNIP1(+)	CD14_monos_MPNAML_chr21amp	0.334193238657533
713	XBP1(+)	CD14_monos_MPNAML_chr21amp	0.0367379796780289
714	XRCC4(+)	CD14_monos_MPNAML_chr21amp	0.373166076866273
718	ZBTB33(+)	CD14_monos_MPNAML_chr21amp	1.43982889531252
720	ZBTB7A(+)	CD14_monos_MPNAML_chr21amp	1.93086899801886
721	ZBTB7B(+)	CD14_monos_MPNAML_chr21amp	2.34408880360712
722	ZEB1(+)	CD14_monos_MPNAML_chr21amp	0.101258959289435
725	ZFX(+)	CD14_monos_MPNAML_chr21amp	1.5527496259221
726	ZMIZ1(+)	CD14_monos_MPNAML_chr21amp	1.41241330000465
729	ZNF143(+)	CD14_monos_MPNAML_chr21amp	1.33967829293144
735	ZNF311(+)	CD14_monos_MPNAML_chr21amp	0.274007249694878
738	ZNF366(+)	CD14_monos_MPNAML_chr21amp	1.1705920453005
740	ZNF443(+)	CD14_monos_MPNAML_chr21amp	2.45547082081089
741	ZNF467(+)	CD14_monos_MPNAML_chr21amp	1.92943780940824
743	ZNF549(+)	CD14_monos_MPNAML_chr21amp	0.0650531413466791
747	ZNF697(+)	CD14_monos_MPNAML_chr21amp	1.87143047682944
749	ZNF787(+)	CD14_monos_MPNAML_chr21amp	2.23970995559626
750	ZNF821(+)	CD14_monos_MPNAML_chr21amp	0.278690730119267
751	ZRSR2(+)	CD14_monos_MPNAML_chr21amp	1.37166380033889
752	ZSCAN32(+)	CD14_monos_MPNAML_chr21amp	0.259299729446261
753	AHRR(+)	CD14_monos_MPNAML_no_chr21amp	1.365621720783
756	ARID3A(+)	CD14_monos_MPNAML_no_chr21amp	1.72682490695475
757	ARNT(+)	CD14_monos_MPNAML_no_chr21amp	1.42321970742729
759	ASCL2(+)	CD14_monos_MPNAML_no_chr21amp	1.69279751055754
760	ATF1(+)	CD14_monos_MPNAML_no_chr21amp	0.657974388474903
762	ATF3(+)	CD14_monos_MPNAML_no_chr21amp	0.978517503402012
763	ATF4(+)	CD14_monos_MPNAML_no_chr21amp	0.261204134824751
764	ATF5(+)	CD14_monos_MPNAML_no_chr21amp	1.30725190966796
766	BACH1(+)	CD14_monos_MPNAML_no_chr21amp	1.54901472623334
767	BATF(+)	CD14_monos_MPNAML_no_chr21amp	1.30466919046083
768	BATF3(+)	CD14_monos_MPNAML_no_chr21amp	1.09658181073273
770	BCL3(+)	CD14_monos_MPNAML_no_chr21amp	1.5901071578257
771	BCL6(+)	CD14_monos_MPNAML_no_chr21amp	2.52325926924086
774	BHLHE40(+)	CD14_monos_MPNAML_no_chr21amp	1.48701630328785
777	CEBPA(+)	CD14_monos_MPNAML_no_chr21amp	0.906233601707435
778	CEBPB(+)	CD14_monos_MPNAML_no_chr21amp	1.53522269856147
779	CEBPD(+)	CD14_monos_MPNAML_no_chr21amp	1.45951249844926
781	CEBPG(+)	CD14_monos_MPNAML_no_chr21amp	0.554697913166877
783	CERS5(+)	CD14_monos_MPNAML_no_chr21amp	1.26313111189315
784	CHD1(+)	CD14_monos_MPNAML_no_chr21amp	1.47808374433734
785	CHD2(+)	CD14_monos_MPNAML_no_chr21amp	0.43549808334328
788	CREB1(+)	CD14_monos_MPNAML_no_chr21amp	0.0837029431058967
789	CREB3(+)	CD14_monos_MPNAML_no_chr21amp	0.349425466667061
790	CREB3L1(+)	CD14_monos_MPNAML_no_chr21amp	1.35549471177397
791	CREB3L2(+)	CD14_monos_MPNAML_no_chr21amp	0.0133773742918284
792	CREB5(+)	CD14_monos_MPNAML_no_chr21amp	0.706216634650831
793	CREM(+)	CD14_monos_MPNAML_no_chr21amp	0.63577138152228
796	CUX1(+)	CD14_monos_MPNAML_no_chr21amp	1.13166202896235
798	DBP(+)	CD14_monos_MPNAML_no_chr21amp	1.76880186499003
799	DDIT3(+)	CD14_monos_MPNAML_no_chr21amp	1.16302495024401
800	DLX1(+)	CD14_monos_MPNAML_no_chr21amp	0.0972488977629487
804	E2F3(+)	CD14_monos_MPNAML_no_chr21amp	1.30577091194835
806	E2F6(+)	CD14_monos_MPNAML_no_chr21amp	0.426642651635985
809	EGR1(+)	CD14_monos_MPNAML_no_chr21amp	0.689894766110217
810	EGR2(+)	CD14_monos_MPNAML_no_chr21amp	1.61490112177593
811	EGR3(+)	CD14_monos_MPNAML_no_chr21amp	1.07285009876363
812	EGR4(+)	CD14_monos_MPNAML_no_chr21amp	0.635739957440003
813	ELF1(+)	CD14_monos_MPNAML_no_chr21amp	0.601616562395855
814	ELF2(+)	CD14_monos_MPNAML_no_chr21amp	1.28355015263261
815	ELF3(+)	CD14_monos_MPNAML_no_chr21amp	1.36818407563619
816	ELF4(+)	CD14_monos_MPNAML_no_chr21amp	1.64754040934267
817	ELK3(+)	CD14_monos_MPNAML_no_chr21amp	0.715490958163374
819	EOMES(+)	CD14_monos_MPNAML_no_chr21amp	1.14185849404372
820	EP300(+)	CD14_monos_MPNAML_no_chr21amp	1.17439210771287
821	ESRRA(+)	CD14_monos_MPNAML_no_chr21amp	1.54629626677774
822	ETS1(+)	CD14_monos_MPNAML_no_chr21amp	0.141612118857673
823	ETS2(+)	CD14_monos_MPNAML_no_chr21amp	0.0645439656825419
825	ETV3(+)	CD14_monos_MPNAML_no_chr21amp	1.53769711195556
827	ETV6(+)	CD14_monos_MPNAML_no_chr21amp	0.859936923601865
828	ETV7(+)	CD14_monos_MPNAML_no_chr21amp	1.58600794778046
830	FLI1(+)	CD14_monos_MPNAML_no_chr21amp	0.464871725561278
831	FOS(+)	CD14_monos_MPNAML_no_chr21amp	1.37400057736462
832	FOSB(+)	CD14_monos_MPNAML_no_chr21amp	1.0034081093616
833	FOSL1(+)	CD14_monos_MPNAML_no_chr21amp	1.05315093531689
834	FOSL2(+)	CD14_monos_MPNAML_no_chr21amp	1.54780774952556
835	FOXB1(+)	CD14_monos_MPNAML_no_chr21amp	1.80542183609479
840	FOXJ2(+)	CD14_monos_MPNAML_no_chr21amp	0.879321463581006
842	FOXK1(+)	CD14_monos_MPNAML_no_chr21amp	1.78981227283821
843	FOXK2(+)	CD14_monos_MPNAML_no_chr21amp	0.478065951065026
845	FOXN2(+)	CD14_monos_MPNAML_no_chr21amp	1.15752469603384
847	FOXO1(+)	CD14_monos_MPNAML_no_chr21amp	1.26544891777209
848	FOXO3(+)	CD14_monos_MPNAML_no_chr21amp	1.66366147874491
853	FOXP4(+)	CD14_monos_MPNAML_no_chr21amp	1.42908922494116
858	GLI3(+)	CD14_monos_MPNAML_no_chr21amp	0.193038447473508
859	GLIS2(+)	CD14_monos_MPNAML_no_chr21amp	0.955659315677187
862	GSC(+)	CD14_monos_MPNAML_no_chr21amp	0.911122413078464
863	GTF2B(+)	CD14_monos_MPNAML_no_chr21amp	0.323465994913777
865	GTF2IRD1(+)	CD14_monos_MPNAML_no_chr21amp	1.5620109770956
867	HBP1(+)	CD14_monos_MPNAML_no_chr21amp	0.472588852065777
868	HCFC1(+)	CD14_monos_MPNAML_no_chr21amp	0.0337078097038978
870	HES4(+)	CD14_monos_MPNAML_no_chr21amp	1.01416813299018
873	HIC1(+)	CD14_monos_MPNAML_no_chr21amp	1.37390509149276
874	HIC2(+)	CD14_monos_MPNAML_no_chr21amp	1.2753569944114
875	HIVEP2(+)	CD14_monos_MPNAML_no_chr21amp	0.257593675250577
879	HOMEZ(+)	CD14_monos_MPNAML_no_chr21amp	0.525522497086896
883	HOXA4(+)	CD14_monos_MPNAML_no_chr21amp	0.23496683956439
887	HOXB2(+)	CD14_monos_MPNAML_no_chr21amp	0.0317243468697448
889	HOXB6(+)	CD14_monos_MPNAML_no_chr21amp	0.0265810602379533
890	HOXB9(+)	CD14_monos_MPNAML_no_chr21amp	1.02710922113774
893	IKZF1(+)	CD14_monos_MPNAML_no_chr21amp	0.590269497266877
895	IRF1(+)	CD14_monos_MPNAML_no_chr21amp	0.647248655834684
896	IRF2(+)	CD14_monos_MPNAML_no_chr21amp	1.05348845803298
897	IRF4(+)	CD14_monos_MPNAML_no_chr21amp	1.34914661617001
898	IRF5(+)	CD14_monos_MPNAML_no_chr21amp	2.01054645052648
899	IRF7(+)	CD14_monos_MPNAML_no_chr21amp	1.40823259823642
900	IRF8(+)	CD14_monos_MPNAML_no_chr21amp	1.41204970358257
902	IRX2(+)	CD14_monos_MPNAML_no_chr21amp	0.143108433036461
904	ISL2(+)	CD14_monos_MPNAML_no_chr21amp	2.12101378709611
905	JDP2(+)	CD14_monos_MPNAML_no_chr21amp	1.60049509681242
906	JUN(+)	CD14_monos_MPNAML_no_chr21amp	0.212637913848112
907	JUNB(+)	CD14_monos_MPNAML_no_chr21amp	1.38164723595573
911	KLF10(+)	CD14_monos_MPNAML_no_chr21amp	1.55184147239046
912	KLF11(+)	CD14_monos_MPNAML_no_chr21amp	1.3366873336102
913	KLF13(+)	CD14_monos_MPNAML_no_chr21amp	1.45382583992755
915	KLF16(+)	CD14_monos_MPNAML_no_chr21amp	0.89732424337657
916	KLF2(+)	CD14_monos_MPNAML_no_chr21amp	1.05192369355653
917	KLF3(+)	CD14_monos_MPNAML_no_chr21amp	0.367531379460259
918	KLF4(+)	CD14_monos_MPNAML_no_chr21amp	1.54599132338069
919	KLF5(+)	CD14_monos_MPNAML_no_chr21amp	0.496169290575619
920	KLF6(+)	CD14_monos_MPNAML_no_chr21amp	1.17703087074457
921	KLF9(+)	CD14_monos_MPNAML_no_chr21amp	1.16056439196974
923	LEF1(+)	CD14_monos_MPNAML_no_chr21amp	0.825127184098797
924	LHX6(+)	CD14_monos_MPNAML_no_chr21amp	0.820960696091655
925	LTF(+)	CD14_monos_MPNAML_no_chr21amp	1.48103408920467
927	MAFA(+)	CD14_monos_MPNAML_no_chr21amp	1.1115472974005
928	MAFB(+)	CD14_monos_MPNAML_no_chr21amp	1.5765859362351
929	MAFF(+)	CD14_monos_MPNAML_no_chr21amp	0.674542381463202
930	MAFG(+)	CD14_monos_MPNAML_no_chr21amp	1.6237003601623
931	MAFK(+)	CD14_monos_MPNAML_no_chr21amp	2.66990289781125
934	MECP2(+)	CD14_monos_MPNAML_no_chr21amp	0.879289915374067
935	MEF2A(+)	CD14_monos_MPNAML_no_chr21amp	1.63218817401903
937	MGA(+)	CD14_monos_MPNAML_no_chr21amp	0.0152523790068187
938	MIXL1(+)	CD14_monos_MPNAML_no_chr21amp	0.515364830744504
939	MLX(+)	CD14_monos_MPNAML_no_chr21amp	1.5822401315104
940	MLXIPL(+)	CD14_monos_MPNAML_no_chr21amp	1.46414122035403
941	MSC(+)	CD14_monos_MPNAML_no_chr21amp	2.08326386656349
942	MSX1(+)	CD14_monos_MPNAML_no_chr21amp	1.57791074101836
943	MTA3(+)	CD14_monos_MPNAML_no_chr21amp	0.315701068234183
944	MTF1(+)	CD14_monos_MPNAML_no_chr21amp	1.32102052372642
948	MYBL1(+)	CD14_monos_MPNAML_no_chr21amp	0.921988587127454
952	NFATC1(+)	CD14_monos_MPNAML_no_chr21amp	1.11443484339748
957	NFIC(+)	CD14_monos_MPNAML_no_chr21amp	1.11774527813229
958	NFIL3(+)	CD14_monos_MPNAML_no_chr21amp	1.55878317115615
959	NFKB1(+)	CD14_monos_MPNAML_no_chr21amp	1.1212358480885
960	NFKB2(+)	CD14_monos_MPNAML_no_chr21amp	1.06436133610361
961	NFYA(+)	CD14_monos_MPNAML_no_chr21amp	1.47480285100725
963	NKX3-1(+)	CD14_monos_MPNAML_no_chr21amp	0.0570373801534655
964	NR1D1(+)	CD14_monos_MPNAML_no_chr21amp	1.21727936056155
966	NR2F6(+)	CD14_monos_MPNAML_no_chr21amp	0.00953008318537688
968	NRF1(+)	CD14_monos_MPNAML_no_chr21amp	0.463417965266763
970	OSR2(+)	CD14_monos_MPNAML_no_chr21amp	1.54286553631954
971	PATZ1(+)	CD14_monos_MPNAML_no_chr21amp	0.838991491760655
973	PAX9(+)	CD14_monos_MPNAML_no_chr21amp	0.656686917475842
976	PBX4(+)	CD14_monos_MPNAML_no_chr21amp	1.15661385356213
977	PDLIM5(+)	CD14_monos_MPNAML_no_chr21amp	1.74455628765959
978	PHF8(+)	CD14_monos_MPNAML_no_chr21amp	0.0861398714108612
979	PKNOX1(+)	CD14_monos_MPNAML_no_chr21amp	0.558205247043778
980	PML(+)	CD14_monos_MPNAML_no_chr21amp	1.89275812683286
982	POLE4(+)	CD14_monos_MPNAML_no_chr21amp	0.731638356483476
986	POU1F1(+)	CD14_monos_MPNAML_no_chr21amp	0.661198400789729
988	POU2F1(+)	CD14_monos_MPNAML_no_chr21amp	1.33063240330798
989	POU2F2(+)	CD14_monos_MPNAML_no_chr21amp	1.2771511344317
992	POU6F1(+)	CD14_monos_MPNAML_no_chr21amp	0.334130102873418
993	PPARA(+)	CD14_monos_MPNAML_no_chr21amp	0.684351613804095
994	PPARD(+)	CD14_monos_MPNAML_no_chr21amp	1.01471955642356
995	PPARG(+)	CD14_monos_MPNAML_no_chr21amp	1.37078300523652
996	PPARGC1A(+)	CD14_monos_MPNAML_no_chr21amp	1.36587830898516
997	PRDM1(+)	CD14_monos_MPNAML_no_chr21amp	1.65310456971455
1001	PRRX2(+)	CD14_monos_MPNAML_no_chr21amp	0.12733183466685
1004	RARA(+)	CD14_monos_MPNAML_no_chr21amp	1.58650208147017
1006	RARG(+)	CD14_monos_MPNAML_no_chr21amp	1.59926456632452
1007	RBBP5(+)	CD14_monos_MPNAML_no_chr21amp	0.416448363204564
1008	RCOR1(+)	CD14_monos_MPNAML_no_chr21amp	1.50462284544071
1009	REL(+)	CD14_monos_MPNAML_no_chr21amp	1.39629774314447
1010	RELA(+)	CD14_monos_MPNAML_no_chr21amp	0.787536402475915
1011	RELB(+)	CD14_monos_MPNAML_no_chr21amp	1.126483568202
1014	RFX2(+)	CD14_monos_MPNAML_no_chr21amp	1.2326386883819
1015	RFX3(+)	CD14_monos_MPNAML_no_chr21amp	0.327844178146762
1016	RFX5(+)	CD14_monos_MPNAML_no_chr21amp	0.0677944976655458
1019	RREB1(+)	CD14_monos_MPNAML_no_chr21amp	1.10891531361952
1021	RUNX3(+)	CD14_monos_MPNAML_no_chr21amp	1.48400919995859
1022	RXRA(+)	CD14_monos_MPNAML_no_chr21amp	1.67419202449846
1026	SIN3A(+)	CD14_monos_MPNAML_no_chr21amp	0.451666951543798
1027	SIRT6(+)	CD14_monos_MPNAML_no_chr21amp	0.914832082490338
1031	SMAD7(+)	CD14_monos_MPNAML_no_chr21amp	1.2393701012167
1033	SNAI3(+)	CD14_monos_MPNAML_no_chr21amp	0.0376731482442943
1035	SOX15(+)	CD14_monos_MPNAML_no_chr21amp	1.15049526983229
1038	SOX5(+)	CD14_monos_MPNAML_no_chr21amp	0.561933510715432
1041	SOX8(+)	CD14_monos_MPNAML_no_chr21amp	0.310373324931033
1042	SP3(+)	CD14_monos_MPNAML_no_chr21amp	1.44468084582936
1043	SP4(+)	CD14_monos_MPNAML_no_chr21amp	0.408752872356272
1045	SPI1(+)	CD14_monos_MPNAML_no_chr21amp	1.44782518614527
1046	SPIB(+)	CD14_monos_MPNAML_no_chr21amp	1.23924613290187
1047	SREBF1(+)	CD14_monos_MPNAML_no_chr21amp	0.0582146944616911
1048	SREBF2(+)	CD14_monos_MPNAML_no_chr21amp	0.666176247480502
1049	SRF(+)	CD14_monos_MPNAML_no_chr21amp	1.16854915650649
1050	STAT1(+)	CD14_monos_MPNAML_no_chr21amp	1.22031698769382
1051	STAT2(+)	CD14_monos_MPNAML_no_chr21amp	1.62897475422107
1052	STAT3(+)	CD14_monos_MPNAML_no_chr21amp	0.960257531241816
1056	STAT6(+)	CD14_monos_MPNAML_no_chr21amp	2.3551327766984
1063	TBX21(+)	CD14_monos_MPNAML_no_chr21amp	1.49623865465186
1066	TCF15(+)	CD14_monos_MPNAML_no_chr21amp	0.330702121792985
1069	TCF7L2(+)	CD14_monos_MPNAML_no_chr21amp	1.2537091377281
1072	TEAD4(+)	CD14_monos_MPNAML_no_chr21amp	0.0407643573523542
1076	TFE3(+)	CD14_monos_MPNAML_no_chr21amp	1.64779680040256
1077	TFEB(+)	CD14_monos_MPNAML_no_chr21amp	1.56217928907927
1078	THRA(+)	CD14_monos_MPNAML_no_chr21amp	1.35586142119611
1082	USF1(+)	CD14_monos_MPNAML_no_chr21amp	1.1664795342638
1084	VDR(+)	CD14_monos_MPNAML_no_chr21amp	1.42977619855493
1085	VENTX(+)	CD14_monos_MPNAML_no_chr21amp	1.12345439778172
1087	WRNIP1(+)	CD14_monos_MPNAML_no_chr21amp	1.40281815942214
1090	XRCC4(+)	CD14_monos_MPNAML_no_chr21amp	1.39146317976807
1094	ZBTB33(+)	CD14_monos_MPNAML_no_chr21amp	0.170789257158912
1096	ZBTB7A(+)	CD14_monos_MPNAML_no_chr21amp	1.59183837185804
1097	ZBTB7B(+)	CD14_monos_MPNAML_no_chr21amp	1.53217645284174
1098	ZEB1(+)	CD14_monos_MPNAML_no_chr21amp	0.194196473239284
1101	ZFX(+)	CD14_monos_MPNAML_no_chr21amp	1.78903177875993
1102	ZMIZ1(+)	CD14_monos_MPNAML_no_chr21amp	1.09853885107818
1105	ZNF143(+)	CD14_monos_MPNAML_no_chr21amp	0.855931562937688
1110	ZNF263(+)	CD14_monos_MPNAML_no_chr21amp	1.35175533639777
1111	ZNF311(+)	CD14_monos_MPNAML_no_chr21amp	0.696617127297565
1114	ZNF366(+)	CD14_monos_MPNAML_no_chr21amp	1.79518512473907
1117	ZNF467(+)	CD14_monos_MPNAML_no_chr21amp	1.60217249494278
1118	ZNF525(+)	CD14_monos_MPNAML_no_chr21amp	1.10809576772099
1120	ZNF563(+)	CD14_monos_MPNAML_no_chr21amp	0.270226557749639
1123	ZNF697(+)	CD14_monos_MPNAML_no_chr21amp	1.75127361565686
1125	ZNF787(+)	CD14_monos_MPNAML_no_chr21amp	1.12060420717045
1126	ZNF821(+)	CD14_monos_MPNAML_no_chr21amp	0.341775592541474
1128	ZSCAN32(+)	CD14_monos_MPNAML_no_chr21amp	3.57753009099259
1129	AHRR(+)	CD16_monos_HC_no_chr21amp	1.95360748614425
1132	ARID3A(+)	CD16_monos_HC_no_chr21amp	1.65289075678176
1133	ARNT(+)	CD16_monos_HC_no_chr21amp	1.16201833345005
1134	ARX(+)	CD16_monos_HC_no_chr21amp	0.681072030911419
1135	ASCL2(+)	CD16_monos_HC_no_chr21amp	1.36467697662392
1138	ATF3(+)	CD16_monos_HC_no_chr21amp	1.23095322302009
1139	ATF4(+)	CD16_monos_HC_no_chr21amp	0.821581777536641
1140	ATF5(+)	CD16_monos_HC_no_chr21amp	1.31084680557654
1142	BACH1(+)	CD16_monos_HC_no_chr21amp	1.76143772666969
1143	BATF(+)	CD16_monos_HC_no_chr21amp	1.39104486938384
1144	BATF3(+)	CD16_monos_HC_no_chr21amp	1.72212881009116
1146	BCL3(+)	CD16_monos_HC_no_chr21amp	1.91925373076764
1150	BHLHE40(+)	CD16_monos_HC_no_chr21amp	1.8658943315996
1153	CEBPA(+)	CD16_monos_HC_no_chr21amp	0.459002690301584
1154	CEBPB(+)	CD16_monos_HC_no_chr21amp	1.70064682657743
1155	CEBPD(+)	CD16_monos_HC_no_chr21amp	1.53218068533737
1157	CEBPG(+)	CD16_monos_HC_no_chr21amp	0.904040495315718
1159	CERS5(+)	CD16_monos_HC_no_chr21amp	1.33017443185037
1160	CHD1(+)	CD16_monos_HC_no_chr21amp	1.95897561931189
1161	CHD2(+)	CD16_monos_HC_no_chr21amp	0.618909405437578
1163	CLOCK(+)	CD16_monos_HC_no_chr21amp	0.458619146547668
1165	CREB3(+)	CD16_monos_HC_no_chr21amp	0.749508384626744
1166	CREB3L1(+)	CD16_monos_HC_no_chr21amp	1.62248389139487
1168	CREB5(+)	CD16_monos_HC_no_chr21amp	0.517143504606943
1169	CREM(+)	CD16_monos_HC_no_chr21amp	1.29056090952121
1172	CUX1(+)	CD16_monos_HC_no_chr21amp	1.20092210337204
1174	DBP(+)	CD16_monos_HC_no_chr21amp	1.07186196471528
1175	DDIT3(+)	CD16_monos_HC_no_chr21amp	1.1962448004833
1180	E2F3(+)	CD16_monos_HC_no_chr21amp	1.50263886467201
1183	E2F7(+)	CD16_monos_HC_no_chr21amp	0.0137154263112606
1185	EGR1(+)	CD16_monos_HC_no_chr21amp	0.613096872709011
1186	EGR2(+)	CD16_monos_HC_no_chr21amp	2.26550022080293
1187	EGR3(+)	CD16_monos_HC_no_chr21amp	1.22958505086608
1188	EGR4(+)	CD16_monos_HC_no_chr21amp	0.840992678127401
1189	ELF1(+)	CD16_monos_HC_no_chr21amp	0.741030475128933
1190	ELF2(+)	CD16_monos_HC_no_chr21amp	1.34763108033916
1191	ELF3(+)	CD16_monos_HC_no_chr21amp	2.97407424317521
1192	ELF4(+)	CD16_monos_HC_no_chr21amp	1.8741849095873
1193	ELK3(+)	CD16_monos_HC_no_chr21amp	0.780373663179073
1195	EOMES(+)	CD16_monos_HC_no_chr21amp	1.87982273922152
1196	EP300(+)	CD16_monos_HC_no_chr21amp	1.20021822806118
1197	ESRRA(+)	CD16_monos_HC_no_chr21amp	1.92520918946522
1198	ETS1(+)	CD16_monos_HC_no_chr21amp	0.437481203942672
1201	ETV3(+)	CD16_monos_HC_no_chr21amp	1.78016676487532
1203	ETV6(+)	CD16_monos_HC_no_chr21amp	0.956334390700042
1204	ETV7(+)	CD16_monos_HC_no_chr21amp	1.40881268307863
1206	FLI1(+)	CD16_monos_HC_no_chr21amp	0.835278965965095
1207	FOS(+)	CD16_monos_HC_no_chr21amp	1.51021671989187
1208	FOSB(+)	CD16_monos_HC_no_chr21amp	1.053560170475
1209	FOSL1(+)	CD16_monos_HC_no_chr21amp	1.06430532234119
1210	FOSL2(+)	CD16_monos_HC_no_chr21amp	1.72707005571492
1211	FOXB1(+)	CD16_monos_HC_no_chr21amp	0.263533391037751
1216	FOXJ2(+)	CD16_monos_HC_no_chr21amp	0.840671636663712
1218	FOXK1(+)	CD16_monos_HC_no_chr21amp	1.82165944734816
1219	FOXK2(+)	CD16_monos_HC_no_chr21amp	1.18756812739947
1221	FOXN2(+)	CD16_monos_HC_no_chr21amp	1.85734392276294
1223	FOXO1(+)	CD16_monos_HC_no_chr21amp	1.53061134057733
1224	FOXO3(+)	CD16_monos_HC_no_chr21amp	0.813706175057454
1226	FOXO6(+)	CD16_monos_HC_no_chr21amp	0.806174590607653
1229	FOXP4(+)	CD16_monos_HC_no_chr21amp	2.10389548325546
1234	GLI3(+)	CD16_monos_HC_no_chr21amp	0.198173965722841
1235	GLIS2(+)	CD16_monos_HC_no_chr21amp	1.01195589303614
1239	GTF2B(+)	CD16_monos_HC_no_chr21amp	0.656302792436326
1240	GTF2F1(+)	CD16_monos_HC_no_chr21amp	0.0144855242252498
1241	GTF2IRD1(+)	CD16_monos_HC_no_chr21amp	2.590882862927
1243	HBP1(+)	CD16_monos_HC_no_chr21amp	0.45837892900026
1246	HES4(+)	CD16_monos_HC_no_chr21amp	2.57330159131641
1249	HIC1(+)	CD16_monos_HC_no_chr21amp	2.10141046693426
1250	HIC2(+)	CD16_monos_HC_no_chr21amp	2.00133995808937
1251	HIVEP2(+)	CD16_monos_HC_no_chr21amp	1.06676148624594
1255	HOMEZ(+)	CD16_monos_HC_no_chr21amp	0.183943778350977
1265	HOXB6(+)	CD16_monos_HC_no_chr21amp	0.1665016071368
1266	HOXB9(+)	CD16_monos_HC_no_chr21amp	2.22832183386747
1269	IKZF1(+)	CD16_monos_HC_no_chr21amp	0.512226663788285
1271	IRF1(+)	CD16_monos_HC_no_chr21amp	1.02172568667141
1272	IRF2(+)	CD16_monos_HC_no_chr21amp	0.291915918118008
1273	IRF4(+)	CD16_monos_HC_no_chr21amp	1.91171190714489
1274	IRF5(+)	CD16_monos_HC_no_chr21amp	1.30877333178654
1275	IRF7(+)	CD16_monos_HC_no_chr21amp	1.27663331123215
1276	IRF8(+)	CD16_monos_HC_no_chr21amp	1.60033204636205
1278	IRX2(+)	CD16_monos_HC_no_chr21amp	0.0292358869866258
1280	ISL2(+)	CD16_monos_HC_no_chr21amp	0.236055523890342
1281	JDP2(+)	CD16_monos_HC_no_chr21amp	1.1561608022907
1282	JUN(+)	CD16_monos_HC_no_chr21amp	0.372951539660563
1283	JUNB(+)	CD16_monos_HC_no_chr21amp	1.69268674756501
1284	JUND(+)	CD16_monos_HC_no_chr21amp	0.215094150998261
1285	KDM5A(+)	CD16_monos_HC_no_chr21amp	0.198288354928763
1287	KLF10(+)	CD16_monos_HC_no_chr21amp	1.5601507548131
1288	KLF11(+)	CD16_monos_HC_no_chr21amp	2.11321624352838
1289	KLF13(+)	CD16_monos_HC_no_chr21amp	1.59906264082959
1291	KLF16(+)	CD16_monos_HC_no_chr21amp	0.862677986210285
1292	KLF2(+)	CD16_monos_HC_no_chr21amp	0.99318379411264
1293	KLF3(+)	CD16_monos_HC_no_chr21amp	0.865502461349417
1294	KLF4(+)	CD16_monos_HC_no_chr21amp	1.64982560312645
1296	KLF6(+)	CD16_monos_HC_no_chr21amp	1.06484932573498
1297	KLF9(+)	CD16_monos_HC_no_chr21amp	1.0648070405627
1299	LEF1(+)	CD16_monos_HC_no_chr21amp	0.925185122420485
1300	LHX6(+)	CD16_monos_HC_no_chr21amp	1.86172210131672
1303	MAFA(+)	CD16_monos_HC_no_chr21amp	0.781664061924319
1304	MAFB(+)	CD16_monos_HC_no_chr21amp	1.79743155016046
1305	MAFF(+)	CD16_monos_HC_no_chr21amp	0.597259510541513
1306	MAFG(+)	CD16_monos_HC_no_chr21amp	1.56094492338807
1307	MAFK(+)	CD16_monos_HC_no_chr21amp	1.99398365426163
1310	MECP2(+)	CD16_monos_HC_no_chr21amp	1.65895187639343
1311	MEF2A(+)	CD16_monos_HC_no_chr21amp	2.07593035166676
1312	MEF2C(+)	CD16_monos_HC_no_chr21amp	0.0508347260975743
1314	MIXL1(+)	CD16_monos_HC_no_chr21amp	1.58882071469589
1315	MLX(+)	CD16_monos_HC_no_chr21amp	2.12537591815943
1316	MLXIPL(+)	CD16_monos_HC_no_chr21amp	1.66923855919793
1317	MSC(+)	CD16_monos_HC_no_chr21amp	0.702361660472698
