CD14_monos_HC_no_chr21amp	CD14_monos_MPNAML_chr21amp	CD14_monos_MPNAML_no_chr21amp	CD16_monos_HC_no_chr21amp	CD16_monos_MPNAML_chr21amp	CD16_monos_MPNAML_no_chr21amp	EoBaMa_HC_no_chr21amp	EoBaMa_MPNAML_chr21amp	EoBaMa_MPNAML_no_chr21amp	EryP_early_HC_no_chr21amp	EryP_early_MPNAML_no_chr21amp	EryP_late_HC_no_chr21amp	EryP_late_MPNAML_chr21amp	EryP_late_MPNAML_no_chr21amp	GMP_cycling_HC_no_chr21amp	GMP_cycling_MPNAML_no_chr21amp	GMP_early_HC_no_chr21amp	GMP_early_MPNAML_chr21amp	GMP_early_MPNAML_no_chr21amp	GMP_late_HC_no_chr21amp	GMP_late_MPNAML_chr21amp	GMP_late_MPNAML_no_chr21amp	HSC_HC_no_chr21amp	HSC_MPNAML_chr21amp	HSC_MPNAML_no_chr21amp	LMPP_HC_no_chr21amp	LMPP_MPNAML_no_chr21amp	MkEP_HC_no_chr21amp	MkEP_MPNAML_chr21amp	MkEP_MPNAML_no_chr21amp	MPP_HC_no_chr21amp	MPP_MPNAML_chr21amp	MPP_MPNAML_no_chr21amp
BDP1(+)	-0.589931261905573	-0.773323913740479	-0.87123903932412	-0.716344236405093	-0.999129904536174	-1.07812349222223	1.00871148477328	0.0655390138998927	0.310616151770838	2.46499129727081	3.05088048806443	1.49398351438142	-1.3358703297226	-0.760147455485541	-0.746136375952271	-1.25984796537095	0.235073676683876	-0.464277314121131	-0.0114117599801599	-0.412824803753817	-0.473871789339657	-0.569652413220568	0.217901057623462	-0.457687302901367	-0.197192269919542	0.760136489254009	0.180294099926985	1.23214368154922	-0.0685939697164096	0.509596916111404	0.728864467693313	-0.407126838410174	-0.0659999029750941
BHLHE40(+)	1.73615149967295	1.83783636575616	1.48701630328785	1.8658943315996	1.99901000667895	1.97777055116835	-0.0845985695311685	-0.389709828899354	-0.0987038736239513	-1.43894030874249	-1.3035146233996	-1.01130108063058	-0.746773840245048	-1.29560944432441	0.835696899418353	0.0975340064119917	-0.46829578282046	-0.513832528695563	-0.369929120686041	0.675241526963033	-0.173736303967195	-0.042267924593379	-0.00910219462150199	-0.50288022320948	-0.473896835066265	-0.0934034505669513	0.0979186635486608	-0.870276811657321	-0.767703382048844	-0.817882741441163	-0.215115177496537	-0.534967091676709	-0.387629016561887
BRCA1(+)	-1.61031449571618	-1.69467637164071	-1.23564744208829	-1.56409286683975	-1.7317739862556	-1.35496914282507	-0.478816109783212	-0.174827218374219	0.394264903911277	1.16661444080457	0.938448436561405	0.60077300638552	-1.04419799335306	-0.54133990369004	0.622037444120756	2.75766572094446	0.467762700857702	0.418260523593972	1.53917649713615	-0.506757100123713	-0.137366547773801	0.955214640141938	-0.396650273964299	0.207450394210057	0.295880670481685	0.375853616213716	-0.0393913950405758	0.0726351785107792	-0.0250158570249102	0.527204026288704	0.10410582986144	0.371968360863656	0.720520313605667
BRF1(+)	-0.138109095232961	-0.135635319401196	-0.0415462195978331	-0.129931045177035	0.0220036439914452	0.200960947984665	0.739487833069881	0.592688684537889	0.831472743272378	-1.8284841053304	-1.07026881269341	-1.74862175171106	-1.70130907107456	-2.61179287100567	-0.39912084504456	-0.482213460211665	0.0910223896064671	-0.111260197374836	0.413353575487924	-0.293764960288357	-0.299146629963567	-0.173770169129078	0.999890004271102	0.815130521373411	0.826537693703527	2.08892137890305	1.58543599726307	-0.45507349293318	-0.0674235258054788	-0.182262053933031	1.3957573047433	0.489464317706699	0.777606589993059
CEBPA(+)	0.748407096284322	1.09384236566596	0.906233601707435	0.459002690301584	1.01270676237002	0.857152761520672	-0.204652313827365	-0.0218201966459052	-0.103970628386004	-1.86058279042333	-1.560247387004	-2.04571402488448	-1.37180155624938	-2.20826002827359	0.801730791666337	0.817734202329551	0.39845134873276	1.23776296062711	0.833584079489377	1.03578353115503	1.36592259555418	0.897828160702957	-0.487081583972214	0.275445754699408	-0.369769442772898	-0.621722781060696	-0.0266643752791922	-1.09086586894093	-0.358567759403719	-0.775217886912237	-0.239704325019172	0.547174405195969	0.0578798410524307
CEBPB(+)	1.73169603597914	1.97856055753626	1.53522269856147	1.70064682657743	2.09204893830484	1.85894996856406	-0.322414485144777	-0.500500955318637	-0.359974209468314	-1.08091882053131	-1.06258225972282	-0.701516864059641	-0.660701319996197	-1.01838394080944	1.05707767138158	0.419446900727575	-0.374971938070235	-0.352706441660925	-0.385135575106577	0.929945096326316	0.205612482624312	0.185027366432249	-0.368610699774917	-0.702499297888034	-0.728736312502981	-0.43455686120241	-0.351660649341379	-0.809648625302155	-0.801653512311048	-0.846661428092842	-0.552401973582748	-0.644461168868925	-0.633537204258914
CEBPD(+)	1.61297432191867	1.73312448478289	1.45951249844926	1.53218068533737	1.87170516877382	1.82780429113402	-0.341994521226105	-0.517281957538873	-0.421000343082707	-1.16503889010478	-1.20199196296348	-1.00702844752136	-0.869006018883647	-1.24393850513671	1.21517826608325	0.614963765270638	-0.0759297423226675	-0.0374079775844491	-0.0479313613047641	1.12821285356205	0.476224749602778	0.458365974519966	-0.462745406065457	-0.622202127476563	-0.748997921160655	-0.494497985148708	-0.33333173112397	-0.895703152381413	-0.855902432722404	-0.904507396894881	-0.585290926892769	-0.524117076590966	-0.574401175307397
CEBPE(+)	-0.0836619739561395	0.176637033329259	-0.0455932793313533	-0.467111219689048	0.228802006852807	-0.018038789819055	0.51697399567708	0.360553215360149	0.0722691623725686	-0.933025692070487	-0.932313896095528	-1.44351966353259	-1.17171340933545	-1.5214416078718	0.723012415478291	0.800856450021883	1.76501555084893	1.87603132974639	1.48274656987227	1.12351819601797	2.43005492419435	1.45569471697274	-0.925835940519302	-0.371280884098433	-0.814780493849464	-0.904216237870541	-0.656036703414013	-0.721241889960081	-0.308836013133983	-0.601261130765363	-0.644070554749846	-0.00960054341534186	-0.43858564326688
CEBPG(+)	0.96465408697868	1.29303120005445	0.554697913166877	0.904040495315718	1.22643188923731	0.874358863386367	1.42794421164177	0.292964877411789	0.790803614881195	-1.83830110950923	-1.33249768139127	-0.33944331634683	-2.20429885585518	-2.22263902302275	1.24528378800709	0.426792517767574	0.0633464948816169	-1.11058088108003	0.148886821897912	0.309612198714009	-0.90527192515399	-0.308792944602164	0.98365694689227	-0.359218236905017	-0.22767407464009	1.22816190609993	-0.0338883953622863	-0.213571445125681	-0.542350221247299	-0.336173597396315	0.37271291019478	-0.947232142372875	-0.185446886518337
CENPB(+)	-0.629155358996915	0.50342920177738	-0.302648738469828	-0.176109161814743	0.945341644355568	0.184257933105838	-1.25361746935773	-0.316685940002203	-1.25201248510334	-0.231959260856533	-0.628398700354519	-2.11375670551007	-1.59548907338173	-2.3585945633128	0.403031599025174	-0.639388597971081	0.0319347336748676	1.38797385287774	0.713916484616356	0.709036843902037	1.28657833068513	0.636266614513525	-0.627552465813279	1.1625608780187	0.552336410970728	-0.303852824548451	0.951129001793116	-0.0928443977516587	1.23923651212341	0.473608438017581	-0.872244526358249	1.57459226153824	0.639079528607727
CERS5(+)	0.497223475636642	0.390604611945077	1.26313111189315	1.33017443185037	0.346069470209499	0.290161795255134	-0.621345648699135	3.32522483251313	3.03412624910332	-0.87530971759938	-0.756305150577835	-0.74948633759714	-0.199705689758101	-0.729976407274559	-0.65906692474515	0.255249218920194	-0.800157147049538	-0.884177832906612	-0.501350518327064	-0.602614502308429	-0.569020964710936	-0.2887357175037	-0.380108568680194	-0.673176690525125	-0.305013954922132	0.19954486255094	0.508983654164896	-0.651865588116426	0.0860234596911468	-0.156806968485633	-0.333408212291695	-0.615364877469223	-0.173519754185498
CHD1(+)	1.8572782037482	0.877692839377195	1.47808374433734	1.95897561931189	0.619901978706609	0.875171474165004	1.27315525546176	-0.539059519238363	0.616064059635132	-0.909665962286828	-0.578979311039985	-0.752807383527776	-1.53535460505633	-1.8777651756239	0.988165605509229	-0.465248052910611	-0.0449315696971889	-1.17357123876388	-0.38975581891074	1.09574388563019	-0.815992912758609	-0.35797915609437	0.524957163815065	-1.0955138227318	-0.367526710077543	1.00335377912596	0.143783950617053	-0.167651143499181	-1.15008843230061	-0.590645533820588	0.66715840321375	-1.09398108791611	-0.0729685263999677
CHD2(+)	0.899466633432532	1.02945950865032	0.43549808334328	0.618909405437578	0.579149563629072	-0.327322657030026	1.81972957335325	-0.0178972902449239	0.667766438140233	-0.186968731091466	1.06170000550655	-0.368213683531256	-2.65440493170586	-2.74194609658101	0.1753184306022	-1.16675020247222	0.294827062229015	-0.623187235615734	-0.5182274706823	0.589622675886639	0.327213965879076	-0.759212083290951	0.842218476033746	-0.643185919207199	-0.753959812662523	1.32272291453652	0.0897118257984525	0.730123327683435	-0.483951079187459	-0.464868186399889	1.18673778921259	-0.597587351581861	-0.362492948069797
CIC(+)	1.02809692521872	0.840650391269632	-0.492125458615655	-0.265841579542001	1.07807933170174	-0.690745075991206	-0.667416390829802	0.480407879690851	0.519986471537088	-1.30811742793584	-1.12502515195341	-0.702068301308909	1.21417628749421	1.46800623775329	2.59198514240017	0.670969674230426	-0.122780021408844	-1.05535970857377	-0.957335154348206	0.551396093476299	-1.30287936806986	-0.462702037843992	1.16625383220165	0.722722159394909	-0.800619274089316	0.301885758463849	1.46695813538167	-1.00902053525124	-0.982968246008978	-0.609306702322531	0.102137152902415	-0.427201114314943	-1.2221999247084
CLOCK(+)	0.0461595583350051	-1.08307463820481	-0.6614041326516	0.458619146547668	-1.43812517170534	-0.492081850426802	0.76251183987151	0.489741911455797	-0.319793570413679	0.830696813176012	0.950218178680334	-1.42467273380551	-1.60396847341473	-2.00863867478078	0.798320495216319	0.416012178658497	1.12334933724854	0.637801656060422	-0.0538015910367361	1.18173099608056	1.81598016166438	0.730703925137786	0.0822015490440164	-1.63465648036887	1.44091468469177	-0.362330483582116	1.22426210959934	-0.468862790403851	-0.0782731645823158	0.560393451994478	0.0411470153379458	-1.25725902331779	-0.703822230105461
CREB1(+)	-0.441955424394868	-0.73957810783463	0.0837029431058967	-0.0759170955715792	-1.07517512066012	-0.380069101435842	0.74211062360267	1.27574584000043	1.9066363584936	-1.2835021976579	-0.219833111330471	-2.13223629762787	-1.79201271950665	-2.27771934157413	-0.800718431846714	0.030506133196794	-0.0270326265896202	0.257953977875203	1.01868683959975	-0.346580559220388	0.0352269121958145	0.260551295945893	0.427540359975543	0.143787716412658	1.40143635932655	-0.576533670137171	-0.0200178762433981	0.263520570289247	1.24184569329535	1.26689372176278	0.266052056976378	0.264580073335586	1.30210420624123
CREB3(+)	0.64874631135735	1.76783215476938	0.349425466667061	0.749508384626744	2.42348687490746	1.74358115186671	0.445372913725294	0.489764503685686	-0.532343446183059	-0.942522406925221	-1.25201056671763	-1.59451376564437	-0.945075572823346	-1.30399232552369	1.36580725132939	0.156191569072337	0.625902734162469	0.778126203653202	-0.282604686760802	1.0480154320189	0.942161130868695	0.458594802525265	-0.758451349419573	-0.539409751873203	-0.861318259146384	-0.787717170191216	-0.486186319065115	-0.593068888882676	-0.240214937288625	-0.588690171804531	-1.1039294057515	-0.241275939155707	-0.939191922079297
CREB3L1(+)	0.773057955183806	0.995754625803087	1.35549471177397	1.62248389139487	1.95563198001573	2.72170439100846	-0.777108369086608	-0.174485223224799	-1.09000813783374	-0.642919191275985	-0.982533141594175	-0.427930114238841	-0.0743298599199435	-0.89099693313534	0.368358043679385	-1.07263733441382	-0.240308066127988	-0.871579111723235	-1.17793696394411	-0.109369652359111	-1.47238878659201	-0.604534459855827	0.937733958825154	0.314041063581933	0.319595653356437	0.0438874404762998	0.441890096155508	-0.223088199125527	-1.13330257847054	-0.871737284646222	1.03477403724626	-0.174264392986586	0.127049952053502
CREB3L2(+)	0.1540037492217	0.131463597453415	0.0133773742918284	-0.152615548823789	-0.240754815366794	-0.72395060038969	2.6997282858643	1.07410444684164	1.70509736464829	-1.52479451895877	-0.451595581226257	-1.74648231424722	-2.07072881678565	-2.69501288612584	-0.115611974038706	-0.259191129718984	0.744483412904745	0.25770132185722	0.467048321808068	0.223839808533229	0.324915494139035	-0.154740680267756	0.517012911177814	-0.0314872983682445	-0.0171673262578395	0.589505448417545	0.15973057649253	-0.0799394745231953	0.160416234634497	-0.260454435499656	0.979001681501211	0.055392779040048	0.267704591771285
CREB5(+)	0.663441781805868	1.0790438889266	0.706216634650831	0.517143504606943	1.0921403376582	0.897898338162486	0.322525590359887	0.730335587401506	0.360449465619785	-2.04825593904588	-1.52402372473924	-1.86516694560066	-1.84736258273623	-2.78715372849645	0.487093688127957	0.0319589528259924	-0.271641988461077	0.5326753215415	-0.161690056949768	0.477265898320767	0.636490012840226	-0.133147888853188	0.487974059891819	1.12696122729574	0.345974830678545	-0.565185610239735	-0.12502189543501	-0.678380781484856	1.00808416000707	-0.351899210246548	-0.0645815294629596	0.919362743768528	0.000475857261355272
CREM(+)	0.730667630106233	0.613552186323344	0.63577138152228	1.29056090952121	1.32188440931874	1.42987333807235	-0.335582567222698	0.235421104514961	1.03261728489643	-2.00644391877849	-1.70813462616784	-1.03140524868655	-0.60885196846953	-1.21156025450255	0.410591612334492	-0.107818514575144	-0.846449770657494	-0.515581063645525	-0.450130656150308	-0.229459630163627	-0.977638608193607	-0.331333444807034	1.53949808333163	0.720972390637418	1.90956882542854	0.1004136668884	1.22950912539318	-1.58957066137761	-0.899318022014599	-0.41305336272256	-0.225740705263383	0.0802679605597942	0.206903114549551
