JAK2	CALR	MPL	ASXL1	TET2	EZH2	SRSF2	SF3B1	RUNX1	TP53	17p_loss	9p_CN-LOH	5q_loss	monosomy_7	complex_karyotype	chr21amp
1	-0.602625833114415	-0.330943816264649	0.0543961138140183	-0.214754085623846	-0.0581608429974233	-0.0604096257192828	-0.0757660156695255	0.0428553579981013	0.185192778830191	0.0294883912309794	0.262011231788876	0.086815481422406	0.0428553579981013	-0.0859587496978428	-0.165519603462656
-0.602625833114415	1	-0.086710996952412	-0.187317162316339	-0.133087745856385	-0.012297974198582	-0.11376375321004	0.187317162316339	0.12297974198582	0.0930016271910978	0.0592348877759092	-0.157894736842105	0.0688384892360609	-0.012297974198582	0.144560827395728	0.0842927230423525
-0.330943816264649	-0.086710996952412	1	0.0857240833122733	0.2041416478382	0.141827157232794	-0.0624756002333079	-0.038575837490523	-0.0810440898473108	-0.193191711320743	-0.0975900072948533	-0.086710996952412	-0.128533630120348	0.141827157232794	-0.0661570155031204	0.0462910049886276
0.0543961138140183	-0.187317162316339	0.0857240833122733	1	0.0816659929250042	-0.0547110136915511	-0.134962721696486	-0.0833333333333333	0.0656532164298613	-0.0215866445888173	0.210818510677892	-0.187317162316339	-0.00816659929250041	-0.0547110136915511	-0.142915487618757	-0.0833333333333333
-0.214754085623846	-0.133087745856385	0.2041416478382	0.0816659929250042	1	0.0997264130174457	0.22418472749366	-0.10412414097938	-0.112594337277761	-0.17241110794511	0.108465228909328	0.0688384892360609	-0.109243697478992	-0.112594337277761	0.121848739495798	0.232748079836262
-0.0581608429974233	-0.012297974198582	0.141827157232794	-0.0547110136915511	0.0997264130174457	1	-0.10632884133003	-0.0656532164298613	0.0043103448275862	-0.0481859100722599	-0.16609095970748	-0.012297974198582	-0.00643396213015778	0.0043103448275862	0.104149761981929	0.223220935861528
-0.0604096257192828	-0.11376375321004	-0.0624756002333079	-0.134962721696486	0.22418472749366	-0.10632884133003	1	-0.0506110206361822	0.0691137468645197	-0.138094795304471	-0.128036879932896	0.0530897514980186	-0.168634529530629	-0.10632884133003	-0.048606423217652	0.105270922923259
-0.0757660156695255	0.187317162316339	-0.038575837490523	-0.0833333333333333	-0.10412414097938	-0.0656532164298613	-0.0506110206361822	1	-0.0656532164298613	-0.156503173268925	-0.0790569415042095	-0.0702439358686271	-0.10412414097938	-0.0656532164298613	0.0053593307857034	-0.1
0.0428553579981013	0.12297974198582	-0.0810440898473108	0.0656532164298613	-0.112594337277761	0.0043103448275862	0.0691137468645197	-0.0656532164298613	1	0.0453514447738917	0.08304547985374	0.12297974198582	0.0997264130174457	0.0043103448275862	0.0112594337277761	-0.101762485466285
0.185192778830191	0.0930016271910978	-0.193191711320743	-0.0215866445888173	-0.17241110794511	-0.0481859100722599	-0.138094795304471	-0.156503173268925	0.0453514447738917	1	0.423230376435511	-0.0849145291744807	0.525695218703803	0.325963509312346	0.607140956812843	0.282785044113506
0.0294883912309794	0.0592348877759092	-0.0975900072948533	0.210818510677892	0.108465228909328	-0.16609095970748	-0.128036879932896	-0.0790569415042095	0.08304547985374	0.423230376435511	1	-0.0592348877759092	0.573316209949306	0.20761369963435	0.379628301182648	0.126491106406735
0.262011231788876	-0.157894736842105	-0.086710996952412	-0.187317162316339	0.0688384892360609	-0.012297974198582	0.0530897514980186	-0.0702439358686271	0.12297974198582	-0.0849145291744807	-0.0592348877759092	1	-0.133087745856385	-0.147575690382985	-0.208810084016052	-0.224780594779607
0.086815481422406	0.0688384892360609	-0.128533630120348	-0.00816659929250041	-0.109243697478992	-0.00643396213015778	-0.168634529530629	-0.10412414097938	0.0997264130174457	0.525695218703803	0.573316209949306	-0.133087745856385	1	0.205886788165049	0.468487394957983	0.151898746840508
0.0428553579981013	-0.012297974198582	0.141827157232794	-0.0547110136915511	-0.112594337277761	0.0043103448275862	-0.10632884133003	-0.0656532164298613	0.0043103448275862	0.325963509312346	0.20761369963435	-0.147575690382985	0.205886788165049	1	0.289930418490235	0.223220935861528
-0.0859587496978428	0.144560827395728	-0.0661570155031204	-0.142915487618757	0.121848739495798	0.104149761981929	-0.048606423217652	0.0053593307857034	0.0112594337277761	0.607140956812843	0.379628301182648	-0.208810084016052	0.468487394957983	0.289930418490235	1	0.58309518948453
-0.165519603462656	0.0842927230423525	0.0462910049886276	-0.0833333333333333	0.232748079836262	0.223220935861528	0.105270922923259	-0.1	-0.101762485466285	0.282785044113506	0.126491106406735	-0.224780594779607	0.151898746840508	0.223220935861528	0.58309518948453	1
